Response_Code,rt,stim_Code,gainVal,lossVal,Response_Type,stim,rt_sec,Accuracy,Accuracy_inTime
0,377.366258197,0,0.5,0.5,Gain  ,Gain  ,0.377366258197,1,1
0,252.635658512,0,0.5,0.5,Gain  ,Gain  ,0.252635658512,1,1
0,312.030383365,0,0.5,0.5,Gain  ,Gain  ,0.312030383365,1,1
0,321.317987147,0,0.5,0.5,Gain  ,Gain  ,0.321317987147,1,1
0,233.31979034,0,0.5,0.5,Gain  ,Gain  ,0.23331979034,1,1
0,347.494140697,0,0.5,0.5,Gain  ,Gain  ,0.347494140697,1,1
0,445.798028917,0,0.5,0.5,Gain  ,Gain  ,0.445798028917,1,0
0,266.341908587,0,0.5,0.5,Gain  ,Gain  ,0.266341908587,1,1
0,293.337916911,0,0.5,0.5,Gain  ,Gain  ,0.293337916911,1,1
0,245.27800555,0,0.5,0.5,Gain  ,Gain  ,0.24527800555,1,1
0,398.911496796,0,0.5,0.5,Gain  ,Gain  ,0.398911496796,1,1
0,364.157542981,0,0.5,0.5,Gain  ,Gain  ,0.364157542981,1,1
0,271.138633214,0,0.5,0.5,Gain  ,Gain  ,0.271138633214,1,1
0,346.040907698,0,0.5,0.5,Gain  ,Gain  ,0.346040907698,1,1
0,387.994482077,0,0.5,0.5,Gain  ,Gain  ,0.387994482077,1,1
0,326.071906547,0,0.5,0.5,Gain  ,Gain  ,0.326071906547,1,1
0,381.670774874,0,0.5,0.5,Gain  ,Gain  ,0.381670774874,1,1
0,375.002102625,0,0.5,0.5,Gain  ,Gain  ,0.375002102625,1,1
0,351.506464649,0,0.5,0.5,Gain  ,Gain  ,0.351506464649,1,1
0,242.710807578,0,0.5,0.5,Gain  ,Gain  ,0.242710807578,1,1
0,312.167300294,0,0.5,0.5,Gain  ,Gain  ,0.312167300294,1,1
0,316.451431424,0,0.5,0.5,Gain  ,Gain  ,0.316451431424,1,1
0,276.894824394,0,0.5,0.5,Gain  ,Gain  ,0.276894824394,1,1
0,475.072833803,0,0.5,0.5,Gain  ,Gain  ,0.475072833803,1,0
0,314.216860028,0,0.5,0.5,Gain  ,Gain  ,0.314216860028,1,1
0,288.970202268,0,0.5,0.5,Gain  ,Gain  ,0.288970202268,1,1
0,376.210663645,0,0.5,0.5,Gain  ,Gain  ,0.376210663645,1,1
0,282.004414555,0,0.5,0.5,Gain  ,Gain  ,0.282004414555,1,1
0,438.709550597,0,0.5,0.5,Gain  ,Gain  ,0.438709550597,1,0
0,223.677381868,0,0.5,0.5,Gain  ,Gain  ,0.223677381868,1,1
0,278.234009964,0,0.5,0.5,Gain  ,Gain  ,0.278234009964,1,1
0,277.052596365,0,0.5,0.5,Gain  ,Gain  ,0.277052596365,1,1
0,285.841243389,0,0.5,0.5,Gain  ,Gain  ,0.285841243389,1,1
0,322.697212759,0,0.5,0.5,Gain  ,Gain  ,0.322697212759,1,1
0,428.067561249,0,0.5,0.5,Gain  ,Gain  ,0.428067561249,1,0
0,251.398770176,0,0.5,0.5,Gain  ,Gain  ,0.251398770176,1,1
0,327.578293355,0,0.5,0.5,Gain  ,Gain  ,0.327578293355,1,1
0,419.102887677,0,0.5,0.5,Gain  ,Gain  ,0.419102887677,1,0
0,263.859009812,0,0.5,0.5,Gain  ,Gain  ,0.263859009812,1,1
0,327.291254151,0,0.5,0.5,Gain  ,Gain  ,0.327291254151,1,1
0,335.110064998,0,0.5,0.5,Gain  ,Gain  ,0.335110064998,1,1
0,326.172443956,0,0.5,0.5,Gain  ,Gain  ,0.326172443956,1,1
0,319.501098308,0,0.5,0.5,Gain  ,Gain  ,0.319501098308,1,1
0,291.53200056,0,0.5,0.5,Gain  ,Gain  ,0.29153200056,1,1
0,405.66457935,0,0.5,0.5,Gain  ,Gain  ,0.40566457935,1,0
0,248.714004789,0,0.5,0.5,Gain  ,Gain  ,0.248714004789,1,1
0,430.43459702,0,0.5,0.5,Gain  ,Gain  ,0.43043459702,1,0
0,338.191487529,0,0.5,0.5,Gain  ,Gain  ,0.338191487529,1,1
0,317.755881578,0,0.5,0.5,Gain  ,Gain  ,0.317755881578,1,1
0,390.940290626,0,0.5,0.5,Gain  ,Gain  ,0.390940290626,1,1
0,345.714376845,0,0.5,0.5,Gain  ,Gain  ,0.345714376845,1,1
0,282.27421812,0,0.5,0.5,Gain  ,Gain  ,0.28227421812,1,1
0,339.253742931,0,0.5,0.5,Gain  ,Gain  ,0.339253742931,1,1
0,424.197825125,0,0.5,0.5,Gain  ,Gain  ,0.424197825125,1,0
0,373.88703968,0,0.5,0.5,Gain  ,Gain  ,0.37388703968,1,1
0,327.738593543,0,0.5,0.5,Gain  ,Gain  ,0.327738593543,1,1
0,285.380067396,0,0.5,0.5,Gain  ,Gain  ,0.285380067396,1,1
0,322.050906776,0,0.5,0.5,Gain  ,Gain  ,0.322050906776,1,1
0,353.701382014,0,0.5,0.5,Gain  ,Gain  ,0.353701382014,1,1
0,338.62737178,0,0.5,0.5,Gain  ,Gain  ,0.33862737178,1,1
0,217.960536594,0,0.5,0.5,Gain  ,Gain  ,0.217960536594,1,1
0,332.653285872,0,0.5,0.5,Gain  ,Gain  ,0.332653285872,1,1
0,306.460895316,0,0.5,0.5,Gain  ,Gain  ,0.306460895316,1,1
0,266.773387162,0,0.5,0.5,Gain  ,Gain  ,0.266773387162,1,1
0,415.899208237,0,0.5,0.5,Gain  ,Gain  ,0.415899208237,1,0
0,293.305312013,0,0.5,0.5,Gain  ,Gain  ,0.293305312013,1,1
0,277.448771173,0,0.5,0.5,Gain  ,Gain  ,0.277448771173,1,1
0,385.586223933,0,0.5,0.5,Gain  ,Gain  ,0.385586223933,1,1
0,338.738199301,0,0.5,0.5,Gain  ,Gain  ,0.338738199301,1,1
0,351.544181109,0,0.5,0.5,Gain  ,Gain  ,0.351544181109,1,1
0,271.794710348,0,0.5,0.5,Gain  ,Gain  ,0.271794710348,1,1
0,376.576882696,0,0.5,0.5,Gain  ,Gain  ,0.376576882696,1,1
0,320.508010677,0,0.5,0.5,Gain  ,Gain  ,0.320508010677,1,1
0,311.426266402,0,0.5,0.5,Gain  ,Gain  ,0.311426266402,1,1
0,267.024337163,0,0.5,0.5,Gain  ,Gain  ,0.267024337163,1,1
0,434.632750657,0,0.5,0.5,Gain  ,Gain  ,0.434632750657,1,0
0,331.365794129,0,0.5,0.5,Gain  ,Gain  ,0.331365794129,1,1
0,312.426996686,0,0.5,0.5,Gain  ,Gain  ,0.312426996686,1,1
0,336.734763506,0,0.5,0.5,Gain  ,Gain  ,0.336734763506,1,1
0,309.78411591,0,0.5,0.5,Gain  ,Gain  ,0.30978411591,1,1
0,312.265458918,0,0.5,0.5,Gain  ,Gain  ,0.312265458918,1,1
0,251.220026676,0,0.5,0.5,Gain  ,Gain  ,0.251220026676,1,1
0,355.440553937,0,0.5,0.5,Gain  ,Gain  ,0.355440553937,1,1
0,335.956873973,0,0.5,0.5,Gain  ,Gain  ,0.335956873973,1,1
0,399.654638539,0,0.5,0.5,Gain  ,Gain  ,0.399654638539,1,1
0,292.752619078,0,0.5,0.5,Gain  ,Gain  ,0.292752619078,1,1
0,421.718624969,0,0.5,0.5,Gain  ,Gain  ,0.421718624969,1,0
0,321.587438619,0,0.5,0.5,Gain  ,Gain  ,0.321587438619,1,1
0,380.855908665,0,0.5,0.5,Gain  ,Gain  ,0.380855908665,1,1
0,261.149903275,0,0.5,0.5,Gain  ,Gain  ,0.261149903275,1,1
0,320.367555397,0,0.5,0.5,Gain  ,Gain  ,0.320367555397,1,1
0,357.181821039,0,0.5,0.5,Gain  ,Gain  ,0.357181821039,1,1
0,358.108662711,0,0.5,0.5,Gain  ,Gain  ,0.358108662711,1,1
0,250.059803112,0,0.5,0.5,Gain  ,Gain  ,0.250059803112,1,1
0,277.457173201,0,0.5,0.5,Gain  ,Gain  ,0.277457173201,1,1
0,353.139220897,0,0.5,0.5,Gain  ,Gain  ,0.353139220897,1,1
0,393.068900195,0,0.5,0.5,Gain  ,Gain  ,0.393068900195,1,1
0,454.659169905,0,0.5,0.5,Gain  ,Gain  ,0.454659169905,1,0
0,321.15452292,0,0.5,0.5,Gain  ,Gain  ,0.32115452292,1,1
