subj_idx,block_order,block_label,Block_Trial,context,rt,response,Accuracy,Accuracy_inTime,stim,Response_Type,Reward_Amount,Data_Split,EEG_Stim_Time,EEG_Resp_Time,TF_Stim,TF_Fix
12061,1,B,85,FF,0.402,0,1,0,0,Cntrl ,0,1,633.2742,633.6762,-0.268011011,-2.539884579
12061,1,B,86,FF,0.332,-1,1,1,-1,NoLoss,0.5,1,637.4442,637.7762,0.246959254,-0.158697195
12061,1,B,87,FF,0.389,1,1,1,1,Gain  ,0.5,1,640.8802,641.2692,0.890012838,-1.844346483
12061,1,B,88,FF,0.415,-1,1,0,-1,NoLoss,-0.5,2,645.0332,645.4482,-1.695547906,-1.781991963
12061,1,B,89,FF,0.457,1,0,0,0,Gain  ,0,2,648.5532,649.0102,-0.242618562,-0.061733127
12061,1,B,90,FF,0.257,1,1,1,1,Gain  ,0.5,2,652.9572,653.2142,0.5046195,-1.397903635
12061,1,B,91,FF,0.461,-1,1,0,-1,NoLoss,-0.5,1,656.3932,656.8542,-0.190981871,0.985147727
12061,1,B,92,FF,0.302,1,1,1,1,Gain  ,0.5,1,660.1132,660.4152,0.578831394,-0.439827327
12061,1,B,93,FF,0.385,0,1,1,0,Cntrl ,0,1,663.4652,663.8502,-0.646935295,-1.055683392
12061,1,B,94,FF,0.317,-1,1,1,-1,NoLoss,0.5,2,667.6192,667.9362,-2.406340113,-1.001831232
12061,1,B,95,FF,0.352,1,1,1,1,Gain  ,0.5,2,671.8562,672.2082,-0.636740162,0.139047191
12061,1,B,96,FF,0.293,0,1,1,0,Cntrl ,0,2,676.0432,676.3362,0.781297008,1.378519273
12061,1,B,97,FF,0.378,1,1,1,1,Gain  ,0.5,1,680.1792,680.5572,0.300197789,-2.335426906
12061,1,B,98,FF,0.369,0,1,1,0,Cntrl ,0,1,683.7322,684.1013,2.037120077,0.274802079
12061,1,B,99,FF,0.287,-1,1,1,-1,NoLoss,0.5,1,688.0862,688.3732,0.431757351,-1.389764983
12061,1,B,100,FF,0.416,0,1,0,0,Cntrl ,0,2,691.5892,692.0052,0.541825639,-0.431954853
12061,1,B,101,FF,0.338,1,1,1,1,Gain  ,0.5,2,695.3422,695.6802,0.313935672,-0.695964287
12061,1,B,102,FF,0.432,-1,1,0,-1,NoLoss,-0.5,2,699.1622,699.5942,1.639907062,-1.152940956
12061,1,B,103,FF,0.38,1,1,1,1,Gain  ,0.5,1,703.0652,703.4452,0.403999339,-0.095967661
12061,1,B,104,FF,0.369,0,1,1,0,Cntrl ,0,1,707.4692,707.8383,0.6584943,-0.079818576
12061,1,B,105,FF,0.342,-1,1,1,-1,NoLoss,0.5,1,710.9222,711.2642,-0.080395901,0.563792942
12061,1,B,106,FF,0.294,1,1,1,1,Gain  ,0.5,2,714.3082,714.6022,-0.63757239,-0.868679759
12061,1,B,107,FF,0.373,0,1,1,0,Cntrl ,0,2,718.2782,718.6512,0.114657465,2.60612923
12061,1,B,108,FF,0.33,-1,1,1,-1,NoLoss,0.5,2,721.7472,722.0772,-2.67585728,-1.493348769
12061,1,B,110,OF,0.362,1,1,1,1,Gain  ,1,1,743.2652,743.6272,2.82517442,0.274403473
12061,1,B,111,OF,0.31,0,1,1,0,Cntrl ,0,1,747.1182,747.4282,0.213094287,-1.224532985
12061,1,B,112,OF,0.32,-1,1,1,-1,NoLoss,1,2,751.0382,751.3582,0.092840914,0.722929524
12061,1,B,113,OF,0.482,0,1,0,0,Cntrl ,0,2,754.5912,755.0732,0.096271328,3.149758992
12061,1,B,114,OF,0.317,1,1,1,1,Gain  ,1,2,758.8782,759.1953,0.456531717,0.070773709
12061,1,B,115,OF,0.322,-1,0,0,0,NoLoss,0,1,762.6812,763.0032,2.821081939,1.709104789
12061,1,B,116,OF,0.38,2,0,0,1,Cntrl ,-0.5,1,766.2012,766.5812,0.454771132,1.2714203
12061,1,B,117,OF,0.264,-1,1,1,-1,NoLoss,1,1,770.5882,770.8522,-1.09649907,0.924359058
12061,1,B,118,OF,0.348,0,1,1,0,Cntrl ,0,2,774.1242,774.4722,0.621906669,0.991405685
12061,1,B,119,OF,0.24,1,1,1,1,Gain  ,1,2,777.8442,778.0842,0.008477789,3.960704874
12061,1,B,120,OF,0.275,-1,1,1,-1,NoLoss,1,2,781.2472,781.5222,1.99508206,2.063351306
12061,1,B,121,OF,0.316,0,1,1,0,Cntrl ,0,1,784.7332,785.0492,-0.114277374,1.73600833
12061,1,B,122,OF,0.263,1,1,1,1,Gain  ,1,1,788.5032,788.7662,0.170821888,2.047074863
12061,1,B,123,OF,0.37,2,0,0,-1,Cntrl ,-0.5,1,791.8892,792.2592,-0.575504468,3.188523546
12061,1,B,124,OF,0.422,0,1,0,0,Cntrl ,0,2,796.1262,796.5482,0.379544522,-0.138760918
12061,1,B,125,OF,0.274,1,1,1,1,Gain  ,1,2,799.6622,799.9362,-0.058678125,1.905733172
12061,1,B,126,OF,0.278,-1,1,1,-1,NoLoss,1,2,803.7322,804.0103,-0.238781735,1.51017635
12061,1,B,128,OF,0.344,-1,1,1,-1,NoLoss,1,1,810.8212,811.1652,-0.515848927,1.949702452
12061,1,B,129,OF,0.265,1,1,1,1,Gain  ,1,1,814.6252,814.8903,1.648084219,-1.695774775
12061,1,B,130,OF,0.378,2,0,0,-1,Cntrl ,-0.5,2,818.5442,818.9222,-0.59067912,-1.461261712
12061,1,B,131,OF,0.303,1,1,1,1,Gain  ,1,2,822.5982,822.9012,1.58874678,-0.327079715
12061,1,B,133,OF,0.399,-1,1,1,-1,NoLoss,1,1,830.9882,831.3872,-2.723849367,-2.859702348
12061,1,B,134,OF,0.405,1,1,0,1,Gain  ,-0.5,1,834.7752,835.1802,2.896725573,-0.082247175
