subj_idx,context,GroupCount,mean_FC3,mean_FC1,mean_C3,mean_CP3,mean_P1,mean_P3,mean_P5,mean_Pz,mean_Con1,mean_Con2,mean_Con3
56281,OO,3,11.23730095,14.86742194,18.09995503,22.50292148,15.46138944,15.6389433,18.44686619,32.11337699,1,1,1
58291,FF,3,20.57548428,18.10760276,22.27874332,23.6379083,25.03145631,-1.31925265,-3.382726669,21.67930963,-1,-1,1
58291,FO,3,30.58536688,29.27416643,29.71247186,31.27107684,29.73979219,-8.829244614,-15.17794609,30.76516067,-1,1,-1
58291,OF,3,30.36593533,28.6805563,28.3798328,49.40780449,51.805089,60.85446188,79.14308442,51.75942124,1,-1,-1
58291,OO,3,-0.837116559,2.081953367,4.164564768,41.31647174,88.8287878,54.09492471,65.01394632,43.05776575,1,1,1
60301,FF,3,4.140198098,4.838902871,4.274260283,5.540233718,6.639153481,7.168058051,9.98978689,5.806545417,-1,-1,1
60301,FO,3,6.800213787,6.903900067,9.011916717,5.300212966,-1.261847496,-3.579567035,-5.971401532,-0.107027213,-1,1,-1
60301,OF,3,-0.588065386,-2.071339051,4.243737618,-1.413552284,-2.145659447,-2.417435726,0.640098254,-1.583821456,1,-1,-1
60301,OO,3,-1.496053457,3.849459728,-0.688072602,10.27716245,6.664177577,12.83921976,16.75418207,5.140876611,1,1,1
62310,FF,3,103.3741807,70.16763941,-33.62388166,32.81041209,27.25948821,32.48960008,36.8525912,25.63173591,-1,-1,1
62310,FO,3,196.0015619,109.7411741,185.0693616,166.9544144,129.3585233,147.7306504,222.9574394,116.7675052,-1,1,-1
62310,OF,3,193.600449,123.191644,170.9757184,150.0557887,83.30927255,90.46706284,83.35153325,116.4453718,1,-1,-1
62310,OO,3,74.84476174,-1.060952504,51.21759012,-16.75622304,-5.824326197,-7.962011337,-1.939632416,-5.03776296,1,1,1
63321,FF,3,320.8990173,361.0768746,38.34449683,138.1640089,41.32260089,27.85221386,70.62596575,38.76786682,-1,-1,1
63321,FO,3,136.7387288,-4.058036804,28.99548255,-7.267864863,-5.906580607,-4.067786217,-0.097242355,-8.23530976,-1,1,-1
63321,OF,3,341.4025777,302.8427743,-3.39841334,-35.78186735,-9.185405731,-6.430462201,-15.82713636,22.10550939,1,-1,-1
63321,OO,3,300.3450317,171.7398063,24.95972358,70.22676871,22.90960736,20.83243338,20.38113213,23.87604009,1,1,1
65331,FF,3,38.48537477,-3.290852547,-4.100165685,40.46006076,39.21671846,43.94572957,50.67046748,60.17545085,-1,-1,1
65331,FO,3,63.88719654,61.56805748,19.58052805,20.03033511,20.00847159,21.29727936,27.8985228,17.91504139,-1,1,-1
65331,OF,3,17.2027235,16.47149075,14.75225809,18.79864311,17.04067781,18.79725901,26.59826035,16.08097055,1,-1,-1
65331,OO,3,-12.7144359,-9.283322334,-15.36058998,-14.98515638,-7.684251149,-9.321909587,-15.05551243,-6.643809636,1,1,1
66330,FF,3,-5.031210105,-0.811217308,-3.82632494,-3.487420877,-3.780411561,22.27742985,27.30758455,19.21443102,-1,-1,1
66330,FO,3,34.47679196,20.85411697,64.64692873,40.47682089,21.054015,31.9561535,59.19199838,20.21699704,-1,1,-1
66330,OF,3,56.24002271,12.34612645,69.75094027,41.36236217,18.77819204,21.64790053,7.54269282,14.8648191,1,-1,-1
66330,OO,3,19.18034803,16.06529607,61.151013,55.3515101,3.328173796,4.607717037,22.7114173,1.466279666,1,1,1
67341,FF,3,39.76756435,21.10792192,30.40845405,45.33888181,-1.511773586,11.87515839,-1.018792629,-0.522705634,-1,-1,1
67341,FO,3,6.155565262,28.76424821,2.818000793,15.31430838,20.12250948,18.69085431,28.23929358,19.07805737,-1,1,-1
67341,OF,3,131.7341319,44.30311044,65.23237186,27.46455744,12.20384232,14.92139125,9.462361813,-1.523599545,1,-1,-1
67341,OO,3,1.584835688,-5.778727531,9.300435384,2.459473292,-3.484397411,-1.587316275,-2.820928733,-6.035372337,1,1,1
69351,FF,3,2.0147104,10.62264564,3.678472069,2.469169643,-7.145453612,3.368278225,2.184325284,-7.346138795,-1,-1,1
69351,FO,3,5.853529904,6.612750742,6.733183728,6.007491774,6.944551627,8.620745381,7.023156868,5.694099267,-1,1,-1
69351,OF,3,11.8759394,13.11081404,15.43306141,13.657162,10.19697078,15.41436954,9.793532438,11.86480888,1,-1,-1
69351,OO,3,2.674691121,7.029337936,6.662688759,6.548895862,6.048350175,2.455281695,7.519387947,8.861224333,1,1,1
70350,FF,3,73.93298213,75.89528529,68.90663062,69.54372745,65.78796387,69.66791958,65.56758923,65.15922589,-1,-1,1
70350,FO,3,-81.03257116,-84.63940557,-79.77958934,-80.23543549,58.39134216,-79.84142558,-75.55963771,-79.45248795,-1,1,-1
70350,OF,3,111.9089444,105.3870557,116.9536887,120.3766335,114.6321106,193.5247989,113.4189788,108.2561141,1,-1,-1
70350,OO,3,-3.321964264,6.330987295,1.677818298,77.47164493,75.01450602,79.25032722,77.07772107,78.42197206,1,1,1
71361,FF,3,12.52160406,15.5604119,18.15690041,4.729453935,11.73946052,16.18286427,20.8659188,2.41464493,-1,-1,1
71361,FO,3,-2.262603919,6.677777158,-3.58927536,-5.326094945,-2.608900706,-3.277116696,-2.792735736,-5.385166645,-1,1,-1
71361,OF,3,7.245117346,-3.263540983,-3.224487305,-6.727092107,-3.016313553,-6.895447969,15.15895494,-1.475726922,1,-1,-1
71361,OO,3,10.31318108,7.837219424,7.994780223,8.790391816,8.762594011,10.60558089,14.13714759,6.905047152,1,1,1
72360,FF,3,25.32245927,5.610870414,-4.187138875,-1.201197704,8.098969248,0.970128854,1.062994242,6.539662467,-1,-1,1
72360,FO,3,18.79875655,0.181594372,17.44571029,34.74650041,8.447023498,9.944373608,24.68778369,10.30306604,-1,1,-1
72360,OF,3,9.932070679,8.0247301,8.698715634,7.952024963,23.56348536,23.02504587,7.619572189,22.76767943,1,-1,-1
72360,OO,3,24.23922894,12.66228554,24.85516633,11.45361124,9.361450937,8.797528108,8.203802612,13.013308,1,1,1
74371,FF,3,3.120683829,-0.017708937,0.512645086,12.20902777,-1.92444245,-0.037015279,6.155882517,0.609260559,-1,-1,1
74371,FO,3,0.946089586,11.00679806,12.67663553,12.68307257,10.55086215,27.69069841,66.75474082,7.262395859,-1,1,-1
74371,OF,3,37.55061833,20.46301815,38.09486453,7.956838131,19.91760174,27.72498873,25.73584959,3.198532104,1,-1,-1
74371,OO,3,13.90197335,14.17416917,24.19305441,5.460882028,14.56110144,5.445381165,38.21471871,12.12133408,1,1,1
75380,FF,3,-11.02637291,-11.54076385,-9.694539547,-10.97850434,-11.40467628,-9.922605197,-12.26797597,-13.41486168,-1,-1,1
75380,FO,3,9.590223524,11.55431154,8.031788243,9.167950471,9.757214705,9.982420921,6.149653594,10.59623824,-1,1,-1
75380,OF,3,27.23285124,24.73167335,-1.420404593,2.0766867,2.268839677,33.80608781,16.94488891,36.9925179,1,-1,-1
75380,OO,3,-11.77026876,-9.692588806,-10.09380102,-13.68906228,-13.5377876,-14.01712577,-14.84660578,-13.63952319,1,1,1
76381,FF,3,-5.462669373,2.33034579,-14.00858116,21.72374503,3.476424535,4.09429423,35.60060512,5.613667488,-1,-1,1
76381,FO,3,20.12276374,72.87181791,20.92994669,20.61091646,-5.33815829,-5.449536641,-15.36893559,-6.414516767,-1,1,-1
76381,OF,3,36.66342333,28.20319133,40.00483174,39.44281292,41.7566399,50.18808577,20.57866552,22.16247251,1,-1,-1
76381,OO,3,62.64512973,22.32794338,45.12713348,61.37677987,45.06869994,55.36829715,67.98700068,40.7641734,1,1,1
77391,FF,3,-145.3435548,1177.619932,10.99922392,564.3632611,613.7680893,598.3922545,591.2427959,745.4248174,-1,-1,1
77391,FO,3,-4346.702328,-2320.502477,-3553.046436,-1837.507031,-1455.742579,-1266.718941,-1021.052429,-1887.458646,-1,1,-1
77391,OF,3,1841.571847,270.2466524,1536.520043,468.7434237,-216.2492828,-54.73781437,-52.4658023,-468.795372,1,-1,-1
77391,OO,3,-4457.313878,-2012.160553,-3710.566909,-1749.689681,-1272.331454,-1120.171174,-909.7347533,-1644.52964,1,1,1
78390,FF,3,-0.947601954,-24.3205239,-2.92297554,-36.72620233,-45.3809576,-46.4447759,-51.04891237,-46.53770796,-1,-1,1
78390,FO,3,-1.662684759,-29.82786592,-0.998099645,-12.44296869,-28.81407579,-22.51835124,-15.14763673,-29.13083998,-1,1,-1
78390,OF,3,180.3383706,132.6858293,189.9041331,153.0551964,115.4329492,129.1345444,133.8878251,121.2437891,1,-1,-1
78390,OO,3,40.21668816,24.94727061,50.93012598,32.31005319,29.8005281,28.74820964,26.57667531,29.56490888,1,1,1
79400,FF,3,-21.95207278,-20.59188843,-16.66317558,-15.73510806,-20.35909907,-12.7996254,-13.35998726,-15.72379684,-1,-1,1
79400,FO,3,-23.93833987,-29.90685018,-26.05705325,-27.77421379,-30.6925621,-30.29974238,-30.62471962,-26.06029383,-1,1,-1
79400,OF,3,38.37282965,38.38611348,40.38627942,37.12031364,37.96903525,35.88784239,18.8480765,32.97370783,1,-1,-1
79400,OO,3,24.19893795,27.57805888,20.2208945,21.93287977,24.88652335,20.25423135,20.40815671,24.13284683,1,1,1
80401,FF,3,117.0766108,104.6978974,124.0351654,117.8892064,105.8427923,115.4550623,113.2462635,106.6664323,-1,-1,1
80401,FO,3,-4.904052099,-5.212364833,-9.427598953,-4.805202484,-4.302732468,1.045823733,39.36989657,-5.83709844,-1,1,-1
80401,OF,3,9.861074448,6.258933385,17.26186434,4.072528839,2.304122289,7.352983157,-0.975896835,2.521709442,1,-1,-1
80401,OO,3,114.4794682,102.4755107,115.4148142,112.015839,99.06040298,100.5713801,110.0090148,100.5538885,1,1,1
81410,FF,3,-173.9477615,-152.7524974,-155.7742208,-149.1129252,-116.8703537,-104.6821645,-12.89086829,-130.4093781,-1,-1,1
81410,FO,3,-26.86057112,-24.09965515,-16.67582872,-21.88159858,-18.88245731,-20.19313049,29.14424727,-23.0136634,-1,1,-1
81410,OF,3,19.33051978,31.53763326,26.46912977,25.9927809,29.42756059,25.00435893,91.96255578,27.24415927,1,-1,-1
81410,OO,3,-128.9738642,-107.0813751,-105.9156189,-82.75701904,-69.37184906,-80.88673401,-131.8790054,-63.96743266,1,1,1
82411,FF,3,145.2019475,94.30532498,180.7805574,158.6337407,177.5065604,120.4758992,264.1336127,12.24064382,-1,-1,1
82411,FO,3,134.1916122,86.29943509,139.0473421,113.141126,-1.126289368,-4.578222911,-24.95476278,-5.141395569,-1,1,-1
82411,OF,3,175.9057236,-0.464757284,210.3590486,171.3893967,194.4475598,220.5178651,259.8662381,185.3359485,1,-1,-1
82411,OO,3,152.7716904,98.40555488,169.5808097,142.456454,93.42307621,107.3284077,-1.383565267,90.79294756,1,1,1
83420,FF,3,-0.352237542,-1.692198992,1.639896373,-1.255821407,2.234063201,-1.62362504,-0.682977001,1.553541634,-1,-1,1
83420,FO,3,5.24201409,2.873655876,1.172873795,1.290437824,2.0033368,2.480338123,2.842762536,2.618904405,-1,1,-1
83420,OF,3,2.174616655,1.469479481,1.147519728,-0.719698211,-1.116237164,-1.197774649,-0.671043356,0.301916096,1,-1,-1
83420,OO,3,4.667016824,4.811560551,0.577352107,-0.547155003,-0.010969639,-0.425320387,-1.375990669,0.17964069,1,1,1
85431,FF,3,23.9658983,26.73239941,19.76867761,41.73916965,29.01133304,23.73600727,13.24320984,30.9487559,-1,-1,1
85431,FO,3,57.09026761,56.24403169,53.87417179,53.63135105,52.12384627,50.55346637,50.62919108,47.63457235,-1,1,-1
85431,OF,3,54.41564094,55.41498099,53.5223092,60.60779148,52.8753518,56.65660053,59.11141459,49.90398661,1,-1,-1
85431,OO,3,-89.02820333,-86.14747238,-90.34450531,-83.02753703,-80.24480947,-80.86815008,-82.29449463,-78.94725545,1,1,1
86430,FF,3,-7.257372936,-6.636814276,-5.122439941,-4.768293142,-3.735581795,-4.67434593,-3.434889674,-4.848569433,-1,-1,1
86430,FO,3,-5.828094562,-4.25611035,-6.636708498,-6.15250659,-6.036186298,-5.595850428,-7.268780112,-5.726952593,-1,1,-1
86430,OF,3,2.5808759,1.647790962,3.752472798,2.077477323,1.8360863,1.315084683,3.197187304,1.048696452,1,-1,-1
86430,OO,3,-2.09460934,-2.021340847,-3.137661537,-2.699576139,-3.539392392,-3.761845231,-3.461225867,-3.284750501,1,1,1
87441,FF,3,-18.45822652,79.10311381,79.30603197,78.33015611,79.43802389,73.12180583,66.93396589,80.98820835,-1,-1,1
87441,FO,3,-137.3276927,-141.4489899,-141.9738413,-124.8447164,-118.3896434,-109.5195516,-97.09004974,-130.5083567,-1,1,-1
87441,OF,3,314.5859799,318.5321808,301.2153439,297.8700935,293.0229034,284.5811157,274.0561176,311.4108565,1,-1,-1
87441,OO,3,-317.0100657,-325.8474579,-319.0515696,-319.4610291,-329.4506582,-316.0548706,-296.5348638,-341.0124461,1,1,1
88440,FF,3,-39.8045578,-40.31003825,-47.24304962,-49.09606679,-52.4356842,-61.1990331,-63.35935465,-51.13638051,-1,-1,1
88440,FO,3,72.34270986,58.33013916,72.53369395,62.52750905,58.27931213,49.47452037,65.64574178,48.81224823,-1,1,-1
88440,OF,3,-235.9899521,-231.0133565,-245.0855687,-221.4227371,-210.5502065,-207.3750483,-204.0491536,-200.6583023,1,-1,-1
88440,OO,3,128.9718619,137.4735141,128.3351517,129.015124,135.494478,132.6331084,120.9554816,143.503056,1,1,1
89451,FF,3,20.71333949,29.47068808,14.14334424,40.85835224,20.17484199,26.0423086,1.055951436,13.06686931,-1,-1,1
89451,FO,3,71.88206016,72.59869406,122.3533925,111.5071568,109.4256244,112.3355651,17.7315962,111.0020343,-1,1,-1
89451,OF,3,125.3281653,113.3479256,122.8930348,114.2429712,109.2472543,21.19787449,112.8275189,106.307617,1,-1,-1
89451,OO,3,71.1795099,25.39503034,66.48942163,25.55696996,17.4675827,12.85318311,8.937202454,21.31638654,1,1,1
90450,FF,3,278.9115312,288.736187,281.0521668,290.9473542,298.4455037,298.9586546,316.6670965,301.4487445,-1,-1,1
90450,FO,3,130.0197534,128.1728198,129.123706,135.3643828,138.1214723,132.0361472,142.1170527,128.4581261,-1,1,-1
90450,OF,3,140.747445,147.5245247,141.4320658,146.9810414,154.2493918,159.6200197,163.2317378,153.8985761,1,-1,-1
90450,OO,3,28.08420308,24.96210353,26.62089411,26.26529821,21.87387721,23.07970428,19.56723277,24.33702469,1,1,1
91461,FF,3,109.6631268,95.58950975,108.167422,121.6354264,126.5394851,126.935229,132.14888,123.1563411,-1,-1,1
91461,FO,3,73.90157594,176.3866458,74.54415639,80.33902952,105.0198012,86.83472443,74.17615255,134.9905086,-1,1,-1
91461,OF,3,43.13282288,171.9971551,59.00904592,69.85267088,78.75431866,79.58766937,76.36782328,219.8656417,1,-1,-1
91461,OO,3,11.98639488,0.941274007,-5.129595439,116.5960791,117.3823196,128.9236018,150.1405691,-15.85989507,1,1,1
92460,FF,3,-7.97906971,16.92717897,20.04853853,16.09499635,13.09046666,12.20819129,-9.928033988,15.09305064,-1,-1,1
92460,FO,3,16.62768141,12.68702343,12.93400224,14.47755835,10.84286165,11.38512521,11.93157254,11.10172017,-1,1,-1
92460,OF,3,16.96854369,2.257168611,15.17975648,42.777032,20.74392811,23.20308214,13.6965802,0.805880864,1,-1,-1
92460,OO,3,39.95166556,30.70996449,38.9986213,38.00852309,27.74183671,28.64514886,28.88051547,5.769100189,1,1,1
93471,FF,3,10.84339815,9.562444899,-4.901866833,-2.164605776,-5.51903975,-4.852386236,-5.756233136,7.973395109,-1,-1,1
93471,FO,3,-1.704907894,-0.773439407,1.689470371,2.407400449,6.059314768,3.372627497,1.179751794,4.72830224,-1,1,-1
93471,OF,3,11.89074998,10.21240256,11.39538111,3.147931099,1.736703277,4.766776641,14.96505634,6.798954407,1,-1,-1
93471,OO,3,20.6299829,18.76624023,31.58613642,34.58039888,14.39477962,19.11164573,27.83435798,23.10598922,1,1,1
94470,FF,3,21.99961424,9.356608762,20.09590557,15.42666266,24.73279497,11.03628047,20.04989714,11.19930055,-1,-1,1
94470,FO,3,32.43166272,10.64032941,12.03361665,9.406538857,9.310211288,25.46032445,12.79944192,9.289398617,-1,1,-1
94470,OF,3,15.2920502,29.44926638,14.28362936,5.054344813,11.15998787,13.16226339,17.40005202,9.870557573,1,-1,-1
94470,OO,3,3.227662245,3.560765107,1.378214041,14.20890829,1.164628029,2.297272205,2.932432969,-1.131926854,1,1,1
95481,FF,3,-9.316736857,10.76610377,-17.19533936,-11.57100328,-4.352017959,-5.902380864,-4.744949818,-4.418033044,-1,-1,1
95481,FO,3,45.66400358,20.08505315,70.2141597,40.2215236,27.35795045,32.05818009,31.95391703,21.76905322,-1,1,-1
95481,OF,3,-0.152843475,-2.884247382,3.576876163,-4.984148343,-2.611049891,-4.718623718,-5.016191959,-2.948272785,1,-1,-1
95481,OO,3,18.19823159,9.092853573,57.94526169,10.84947618,-0.106937647,23.45242,22.09074227,4.114542087,1,1,1
96480,FF,3,13.15602239,23.99382337,28.77925746,24.91860644,22.39903577,21.94253794,22.60680898,25.68160184,-1,-1,1
96480,FO,3,184.7950588,195.8474331,209.0701764,214.4652653,222.936597,221.2046026,222.4990921,228.7989818,-1,1,-1
96480,OF,3,55.13463889,53.20673052,58.0123024,62.12330691,62.18303702,66.03605906,62.02840424,63.2867421,1,-1,-1
96480,OO,3,88.59068849,98.69743792,91.47723262,88.85032717,101.4474973,91.34638214,77.41525014,104.4893483,1,1,1
97490,FF,3,27.52786234,26.69410303,29.09092681,41.80745522,30.14914884,32.86915392,35.92964326,29.67271259,-1,-1,1
97490,FO,3,9.885691537,-0.01711146,0.269029299,12.13490608,11.72084755,12.08710803,10.43355279,1.236361027,-1,1,-1
97490,OF,3,20.54172304,35.48011335,38.30060101,20.05850151,30.31633812,30.87209251,23.02929025,27.38256799,1,-1,-1
97490,OO,3,-0.537013372,-0.240763982,2.606216113,4.468925953,5.235614459,5.100734234,8.733083566,15.2840529,1,1,1
98491,FF,3,-2.238802115,0.630259673,-2.70192035,-7.24762853,-7.235800902,-7.184163094,-13.11452802,-3.047831376,-1,-1,1
98491,FO,3,-13.9682161,-6.971906185,-11.57716831,-10.19499207,-14.21865511,-13.89354674,-7.805340449,-16.2397666,-1,1,-1
98491,OF,3,21.83119641,22.5820774,24.28302908,-2.924297333,33.93853998,-2.654759407,39.46914864,47.16440079,1,-1,-1
98491,OO,3,15.01706372,6.979295466,15.09767675,14.72338359,17.00152953,16.87837527,20.25664457,16.35056427,1,1,1
99500,FF,3,14.56596284,13.06487306,11.54366239,9.424832503,7.108596325,7.373549832,-12.36779086,7.536021021,-1,-1,1
99500,FO,3,-6.737356981,14.59098212,14.69059881,15.20242039,14.32659737,22.80378209,14.30518553,23.37858889,-1,1,-1
99500,OF,3,14.94583167,13.56580639,13.19146283,13.64183664,14.16205041,12.58433665,13.35431819,13.2158077,1,-1,-1
99500,OO,3,18.06930198,19.15485795,27.71525256,11.13566796,8.714734236,6.620722612,6.341211319,7.132900556,1,1,1
