subj_idx,context,GroupCount,mean_P1,mean_P3,mean_Pz,mean_CPz,mean_CP2,mean_P2,mean_P4,mean_P6,mean_Con1,mean_Con2,mean_Con3
56281,FO,3,33.17038994,5.430238962,4.581537869,-33.21939953,-23.0219659,29.30259901,28.5115749,6.402218925,-1,1,-1
56281,OF,3,20.82640698,14.44505588,-5.81062448,29.05871081,25.58879993,15.85634608,34.43730561,5.185163922,1,-1,-1
56281,OO,3,7.515484995,15.01383297,12.8613097,-39.42002082,-31.96127216,2.521451791,7.442668438,15.30230056,1,1,1
58291,FF,3,10.20471439,-3.706653827,15.3924254,14.99232337,14.00975365,26.64262194,8.378927867,11.3969454,-1,-1,1
58291,FO,3,-6.717699726,-14.1537415,7.852051285,-1.858560748,3.751153416,4.585794396,1.818761826,8.629788796,-1,1,-1
58291,OF,3,-16.55508506,-4.352483491,-9.866689444,37.51390566,44.06693448,9.166175789,12.92983246,18.23574328,1,-1,-1
58291,OO,3,-14.13151952,-20.24407568,22.46579983,13.31263714,6.385915862,9.711242623,5.802347819,-16.43126718,1,1,1
60301,FF,3,8.870789356,-20.71147335,-17.77963257,8.053405292,29.67183598,8.71714988,6.65001552,-5.84888941,-1,-1,1
60301,FO,3,4.300108737,4.457728744,2.126361529,16.93635258,12.87609617,3.306356867,-7.43143938,-3.186495205,-1,1,-1
60301,OF,3,2.992553221,-22.79601133,10.64436224,15.83518299,-7.922671556,13.47244532,22.68349583,13.78078314,1,-1,-1
60301,OO,3,27.93059364,15.84087312,27.41054715,11.1056819,9.823388656,17.45134877,15.55988948,15.41585331,1,1,1
62310,FF,3,118.1816176,38.63139227,101.057515,13.80492719,-12.79150422,82.37865072,80.22553052,77.7639389,-1,-1,1
62310,FO,3,119.6785048,106.7080929,140.0225835,140.3385347,154.9235502,141.6256879,155.5310104,57.18170929,-1,1,-1
62310,OF,3,41.17710124,27.26592138,83.6905055,59.90624173,76.76163048,80.12000407,81.57785087,125.5650711,1,-1,-1
62310,OO,3,8.387497266,1.381204287,55.7092433,53.6790638,56.8828463,58.42010885,76.27021843,95.0841039,1,1,1
63321,FF,3,124.2899357,108.9912219,25.11215825,11.35128238,38.21619097,8.429123296,23.86737364,22.33445911,-1,-1,1
63321,FO,3,5.152033329,-31.89730295,-36.12450343,-76.50905212,-52.5692819,-31.89664729,-31.30980153,25.28197777,-1,1,-1
63321,OF,3,-57.74630499,-9.239153226,-30.55064072,21.10977136,35.58319791,-12.07741054,-0.743714157,-6.99061962,1,-1,-1
63321,OO,3,38.96495983,55.37862068,58.1338766,107.8529074,131.8093217,68.6655524,80.08566998,55.17374885,1,1,1
65331,FF,3,-34.06547896,-34.11008954,-28.72922862,-22.80381954,-14.19335838,-25.41685875,-22.41472181,-11.16086161,-1,-1,1
65331,FO,3,3.005365796,11.12695358,-3.373239769,5.451991492,0.561101079,4.978797144,10.42289586,0.961465372,-1,1,-1
65331,OF,3,6.706160016,11.52119268,22.32924579,12.39255059,0.375351946,15.43539479,15.28775215,4.404153069,1,-1,-1
65331,OO,3,-34.31285,-35.53421458,-41.92471659,-40.05871888,-34.88117421,-33.94658701,9.297789044,-18.20735498,1,1,1
66330,FF,3,35.33137686,-7.723270655,80.83604463,29.75390826,23.67627944,43.61354775,35.24518572,31.30449947,-1,-1,1
66330,FO,3,-12.75830789,0.3031768,-13.08948421,-15.93022696,-2.410232067,12.06168016,17.68769368,15.66248846,-1,1,-1
66330,OF,3,23.91912478,3.60934488,25.95650853,53.44419151,23.62432199,58.30119271,6.413248195,6.196044763,1,-1,-1
66330,OO,3,49.28518532,34.99602294,38.43749226,25.75402016,21.13287454,40.352387,27.32577146,17.78588279,1,1,1
67341,FF,3,-11.48544181,-25.61376437,-22.55205504,-5.366769632,-19.02454559,-3.118657827,28.37030831,12.31271904,-1,-1,1
67341,FO,3,13.65346814,-45.91365012,21.03346136,-16.44447247,-32.12162105,8.638489273,-0.513478981,7.542300238,-1,1,-1
67341,OF,3,28.96157868,25.30846932,37.0405781,27.49621407,41.74553635,41.4664416,17.57584279,25.67880536,1,-1,-1
67341,OO,3,-14.01855116,-6.96677645,-12.03269037,-15.34481986,-16.7532208,-16.4825844,-17.91282229,34.31447823,1,1,1
69351,FF,3,3.595003814,-6.127328396,5.784091989,11.23284202,8.746708314,10.70906145,9.344456024,7.974255774,-1,-1,1
69351,FO,3,-14.72018173,-12.81551123,-21.10621146,-26.64965947,-25.14221899,-23.51670794,-13.5492055,-4.637993177,-1,1,-1
69351,OF,3,20.80917961,-11.2262525,-6.260307299,-8.17796686,-7.925427675,-7.53899671,17.53535495,35.65057596,1,-1,-1
69351,OO,3,-1.989761303,-4.671355089,-10.01339336,-16.05986309,-11.71592085,-2.575476527,-0.86931328,8.279368613,1,1,1
70350,FF,3,35.1923248,154.2980581,38.84987089,34.57347873,34.89690924,36.35601727,39.82613394,40.06544548,-1,-1,1
70350,FO,3,-26.75025034,4.094167868,-28.16002274,-25.79910525,-48.62265476,-39.89798721,-53.02749316,-41.99355666,-1,1,-1
70350,OF,3,135.8213929,148.0906047,117.1020131,131.4267248,100.330125,102.3173658,111.2706653,120.6730138,1,-1,-1
70350,OO,3,-16.68089914,9.790640036,-21.12155024,-44.78341413,-24.78292418,-25.75779963,-15.80173175,-0.678765297,1,1,1
71361,FF,3,23.14258779,29.34005263,32.65988308,130.0945447,24.49530016,9.997079581,26.34268921,4.790106118,-1,-1,1
71361,FO,3,17.21069158,4.753194465,3.140925301,65.48940912,18.81795616,-11.56783004,7.554655403,-11.52821956,-1,1,-1
71361,OF,3,6.226658,-7.227984508,-7.263072756,44.97078576,63.77186624,-6.903344986,35.24341868,19.48997106,1,-1,-1
71361,OO,3,7.152015183,28.72311944,-10.33099174,17.67738214,16.55260073,20.08863334,-16.95098842,1.270288567,1,1,1
72360,FF,3,-2.089260419,-0.494278053,-0.523495091,-2.563152572,-5.534540508,-1.517565701,-0.784633517,4.919454747,-1,-1,1
72360,FO,3,-13.3049647,-11.4377591,-14.97520018,-23.78204856,-15.78736452,-16.20466193,3.266388721,-9.827244719,-1,1,-1
72360,OF,3,1.86692312,4.21447295,3.815634516,6.787508958,2.550019728,0.516755607,3.342437863,-11.5194209,1,-1,-1
72360,OO,3,-2.979173024,-8.559765597,0.58970197,-3.734116892,1.489761154,5.318782038,31.4858251,7.151160889,1,1,1
74371,FF,3,-19.28157662,-13.34542261,-22.36840204,-25.63236854,-18.86906322,6.70290796,6.835484617,14.03375778,-1,-1,1
74371,FO,3,14.90935337,16.5620535,23.36944505,19.49461208,16.95394002,14.86157902,7.625475678,30.39622218,-1,1,-1
74371,OF,3,-7.393483947,-12.01670047,-12.90808237,-10.98864553,-13.05880721,7.869406144,-0.605746567,5.45855089,1,-1,-1
74371,OO,3,-7.341885497,-8.935656543,-6.874632319,-8.761084576,-6.844733927,21.26331417,-2.49736123,17.96350263,1,1,1
75380,FF,3,-55.22432256,22.1063985,-62.99633773,-23.88163102,-20.02111332,-54.18677294,-39.47760594,-31.03973142,-1,-1,1
75380,FO,3,26.92113466,26.41342123,32.96650659,42.3472501,40.2466325,32.05028164,22.95107795,19.54055699,-1,1,-1
75380,OF,3,-41.97422242,-18.37090802,-54.09754674,-39.69391914,-44.81332898,-52.22697985,-26.58745142,-45.71747057,1,-1,-1
75380,OO,3,-23.129438,-11.28190986,-37.74354219,-34.17559906,-38.62400683,-39.03620891,-21.76661328,-15.86850174,1,1,1
76381,FF,3,-2.146222115,-0.933184465,-0.560599486,37.77925577,29.86365096,36.33789843,35.78667246,35.9645224,-1,-1,1
76381,FO,3,31.17764229,30.09804286,44.08448638,33.32358211,40.05327129,15.12534795,12.8637099,5.556851983,-1,1,-1
76381,OF,3,24.93813441,-0.13598956,-1.595767074,8.301935156,-15.49736466,16.10621342,7.570523077,35.9645224,1,-1,-1
76381,OO,3,32.09286043,19.06339969,40.14110157,29.5402709,32.90373453,44.9869205,27.96747004,16.91779485,1,1,1
77391,FF,3,31.84258085,-0.009036428,57.39187299,60.91084841,112.2257257,103.6255195,137.4046844,174.71509,-1,-1,1
77391,FO,3,-293.7113182,-300.0851926,-285.5858054,-318.400603,-412.2567824,-326.1287459,-369.6791892,-350.1357086,-1,1,-1
77391,OF,3,3.55159839,-19.32624386,-14.80785068,-17.49478022,-79.40796963,-63.27119748,-139.1394534,-168.8329711,1,-1,-1
77391,OO,3,-266.928,-296.5864253,-271.0786751,-301.6652107,-381.7731697,-311.7958824,-366.9178309,-357.5670651,1,1,1
78390,FF,3,-11.08709431,-7.506008228,-14.22298066,-14.89856568,-2.214741707,-27.72004832,2.638462279,13.485434,-1,-1,1
78390,FO,3,12.04093774,8.065740665,6.546227296,28.75473241,18.31357606,23.71314298,34.14888785,3.950484594,-1,1,-1
78390,OF,3,-45.37843482,-26.14857793,-53.91466443,-53.15699995,-50.03367901,-54.64617872,-26.0199426,-17.80195808,1,-1,-1
78390,OO,3,-25.69634787,-11.77541534,-38.39700301,-45.22578466,-45.38019784,-60.58916171,-40.24726168,-33.43200239,1,1,1
79400,FF,3,-37.11984825,-25.88008511,-25.04490987,-89.28351569,-77.64234352,-35.96317355,-28.47007751,75.1513124,-1,-1,1
79400,FO,3,-114.3892454,-21.629857,-112.8080563,-131.3537697,-100.4421997,-86.73487981,-72.26028188,50.89637873,-1,1,-1
79400,OF,3,53.03548728,45.22993749,54.36283856,24.89915209,29.29190869,44.83455828,31.93485557,46.44376511,1,-1,-1
79400,OO,3,29.71919526,27.6234211,36.61905562,47.70386344,42.22665638,43.82534938,26.64075258,-6.493465106,1,1,1
80401,FF,3,12.78714069,34.64157007,59.37459458,53.64260663,10.20902152,58.52102974,48.42618391,46.77242502,-1,-1,1
80401,FO,3,50.68767627,43.15525152,73.08818457,77.58592277,88.7411987,39.08467044,56.09929487,51.94205443,-1,1,-1
80401,OF,3,53.66888857,15.88699057,15.34200647,24.29013009,12.53814851,-26.1913813,11.7407358,6.394320488,1,-1,-1
80401,OO,3,17.61166112,40.55602676,35.95689244,22.21664778,11.39584812,20.52299314,24.11183209,35.43078391,1,1,1
81410,FF,3,-6.741439104,30.37433579,5.101131916,1.060047468,-7.695060333,0.815654516,-0.268388351,-2.29709204,-1,-1,1
81410,FO,3,-20.66590169,43.18757929,34.85405503,-6.484425333,-2.227210654,34.68959159,67.05613097,21.43684904,-1,1,-1
81410,OF,3,21.81378754,16.478616,10.75593742,19.97620699,21.77859086,27.6023519,45.74808553,14.5025448,1,-1,-1
81410,OO,3,-50.74395299,-1.710712883,-32.22161881,8.341656261,13.9815175,-41.73712246,17.90544205,12.59020098,1,1,1
82411,FF,3,133.3403298,103.9780493,83.49025869,154.9357061,73.09452248,63.57049343,39.08477245,26.57886542,-1,-1,1
82411,FO,3,-23.58724499,-42.43384266,-19.34724442,58.62410005,-16.57332039,-17.92074951,-8.960356792,-8.235991637,-1,1,-1
82411,OF,3,-4.918523471,9.614603996,-3.074169318,-7.980694135,4.663681666,1.268164476,7.319645855,3.204995102,1,-1,-1
82411,OO,3,49.76831129,102.237291,-9.42009751,66.54939556,22.12101173,-8.13925155,-7.518588781,-5.287083785,1,1,1
83420,FF,3,-42.74735631,-63.4787595,212.1920715,5.006942855,-52.57054138,-9.121790144,181.2755099,164.3259212,-1,-1,1
83420,FO,3,-40.5252339,-76.97801129,5.291479535,43.70604462,55.9230245,42.59218894,66.86519644,90.19219097,-1,1,-1
83420,OF,3,61.24117417,100.9212115,22.96591547,238.2100371,180.7835083,209.0805406,12.07568889,32.91280762,1,-1,-1
83420,OO,3,166.3030358,182.5002744,161.280483,121.3173575,128.6548665,129.07515,138.7339149,117.3852146,1,1,1
85431,FF,3,44.80220339,49.04667303,17.2244108,8.843612618,-11.15413419,44.50685154,15.21580742,35.9870401,-1,-1,1
85431,FO,3,30.09431659,51.69487148,33.25431167,11.5970255,28.56084148,30.15640987,20.09514855,-7.243735101,-1,1,-1
85431,OF,3,20.28208743,16.1284203,-2.958063126,1.814187845,-5.172940652,5.995572646,-1.449827075,-87.96440093,1,-1,-1
85431,OO,3,27.62630283,20.88688257,22.011805,45.17068296,10.19241309,28.85823406,45.93999244,-87.90361881,1,1,1
86430,FF,3,-17.00015124,15.6728815,-18.88018751,23.51881181,39.27774946,16.25055758,17.89487198,-4.821403503,-1,-1,1
86430,FO,3,60.24495117,33.00586314,70.47357257,76.60452954,70.68804955,63.96093178,59.22088257,45.28604253,-1,1,-1
86430,OF,3,-7.341620684,-8.226671696,-8.097868125,-17.19578854,-19.77942173,-8.887570063,-4.023892879,-4.727038066,1,-1,-1
86430,OO,3,-4.56247894,32.0676447,-4.65081358,1.132813295,9.389992793,-2.783660253,-3.507099311,26.00961431,1,1,1
87441,FF,3,-153.1624554,-140.1055197,-138.8180273,-103.2115254,-135.7254085,-125.3968247,-99.91854302,-67.61452818,-1,-1,1
87441,FO,3,53.4100284,58.58713567,83.60183658,76.53223075,37.58735628,54.78078604,34.12652561,10.49314102,-1,1,-1
87441,OF,3,-89.95771106,-90.35443517,-83.27041547,-80.94869343,-71.24987054,-72.48114793,-64.63213873,-12.93289381,1,-1,-1
87441,OO,3,27.67735985,38.22921725,40.9398658,60.97262918,43.1924283,48.43940496,50.66357777,24.73173327,1,1,1
88440,FF,3,-12.61935139,-8.601068179,-12.96331135,-0.867701583,5.382071972,-9.581916491,-12.15639544,5.228524486,-1,-1,1
88440,FO,3,-47.48194726,-47.07402325,-40.00850852,-45.1905179,-48.06010262,-62.61384932,-36.70351394,-3.007171856,-1,1,-1
88440,OF,3,20.3627634,15.80346055,35.48548513,28.63883426,28.74630562,47.10352294,38.00863759,19.04614935,1,-1,-1
88440,OO,3,-1.649039904,3.242899895,-14.44864511,-21.3645997,-21.589849,-16.26301161,-7.638598601,-5.381028533,1,1,1
89451,FF,3,57.12824999,43.49870654,44.38051486,28.78964713,45.69726117,49.76486304,57.6003237,40.03091637,-1,-1,1
89451,FO,3,37.0642142,11.15535891,31.06066902,-21.29956778,20.85494169,-24.99002035,-31.17773732,-28.32047955,-1,1,-1
89451,OF,3,12.20676208,26.08841352,19.49302046,18.09549811,14.38270124,23.17634935,17.35556187,8.64266475,1,-1,-1
89451,OO,3,48.74561297,30.40765027,58.27216204,73.9455315,15.99730237,9.578141239,54.18518546,11.942705,1,1,1
90450,FF,3,-25.93604231,-22.23365879,1.499609742,-28.58765656,-25.54203121,-29.01590357,-23.67849102,-1.920732617,-1,-1,1
90450,FO,3,2.002174695,-2.771868388,10.61506242,10.44217438,18.51062274,24.25768422,12.57761631,19.15849125,-1,1,-1
90450,OF,3,3.814301703,0.504386902,4.015616847,8.606623153,3.558586836,-1.462303645,0.50699991,-0.572128336,1,-1,-1
90450,OO,3,-8.462119049,-3.15414079,-6.434208916,20.80042189,20.95507153,-7.660375443,19.52136169,12.40492483,1,1,1
91461,FF,3,50.93935352,50.04675089,41.31474246,27.59864155,21.55277681,35.50472101,32.2755247,114.0990307,-1,-1,1
91461,FO,3,-94.46258609,4.976449834,-68.11070935,-57.70423651,-41.9915808,-58.83400885,15.93613728,31.05188635,-1,1,-1
91461,OF,3,43.96384896,22.90494715,27.60510959,18.71012608,5.066969395,18.30901919,9.445760489,38.23949061,1,-1,-1
91461,OO,3,-67.23194567,22.92354634,-33.15044896,-32.91902939,-11.92933766,-32.68529161,-20.6368924,13.24477779,1,1,1
92460,FF,3,-17.26212627,-12.14918003,-10.06269749,8.065613217,15.13276088,0.605815371,-11.69173494,7.98235382,-1,-1,1
92460,FO,3,-19.11486942,-11.61479181,-22.54126326,4.950719621,7.595728729,-22.49712582,-24.027576,-10.64367716,-1,1,-1
92460,OF,3,-6.589271367,-5.157386641,-4.969260216,-0.680589252,-9.238638043,-11.32912052,-6.140359869,-1.834921281,1,-1,-1
92460,OO,3,13.69177836,6.144857109,15.11561423,34.02966521,49.21960016,15.86142753,14.10482571,32.04419716,1,1,1
93471,FF,3,-2.014618774,-1.719468385,-6.399915692,14.70083654,11.89959682,-4.565529585,12.53841951,4.181802253,-1,-1,1
93471,FO,3,1.902360221,0.745806903,9.709502263,6.897781968,23.84140768,5.622180753,-3.57443587,-3.72584492,-1,1,-1
93471,OF,3,-5.130773683,3.022518069,-8.183351864,6.959321618,-4.1511603,-4.686971426,20.20502875,2.657704135,1,-1,-1
93471,OO,3,-1.11817844,-0.020256291,-5.086884138,11.40326973,-4.332874676,-3.594816711,16.83463754,2.039663931,1,1,1
94470,FF,3,17.55311567,17.17024953,7.11525419,39.32989228,4.251196623,0.984804948,-2.442760547,-8.281197955,-1,-1,1
94470,FO,3,-8.548519731,-15.90763019,-5.645980411,-1.190164374,15.61669628,-5.283329381,1.78572419,8.414751023,-1,1,-1
94470,OF,3,-15.95049632,-13.86854154,-11.8522536,16.19385802,15.53451101,-9.727444808,-8.201999744,-7.415037721,1,-1,-1
94470,OO,3,-13.02277974,-18.4163935,-7.587764422,0.256401002,3.033621073,-8.86444521,-7.369266272,12.04761248,1,1,1
95481,FF,3,40.75941006,6.6067738,24.66247691,13.14148887,17.92203951,26.50176456,21.49252346,22.80663088,-1,-1,1
95481,FO,3,28.02776162,41.53875309,35.97301096,23.50043503,31.93341589,18.319951,11.4961862,14.34764396,-1,1,-1
95481,OF,3,-12.39172888,-7.987946828,28.7832444,-34.58760722,-48.03971879,-20.52402735,-15.10829337,-22.5288353,1,-1,-1
95481,OO,3,23.4406174,-11.06432406,-16.00538492,-22.66497628,29.76391363,18.30847894,66.74061124,43.51239607,1,1,1
96480,FF,3,-4.344692489,-3.163325628,20.81015025,-17.73050086,-13.56991299,-15.11143255,-14.46369151,21.11134507,-1,-1,1
96480,FO,3,-4.949439625,-2.370559057,1.061851819,-7.104113579,-2.722516457,-11.74154806,0.810158134,14.21808412,-1,1,-1
96480,OF,3,8.790583313,8.377121713,12.41446484,-0.555154483,-3.094356298,2.207505703,-7.086002628,4.776966949,1,-1,-1
96480,OO,3,16.53700127,5.777049806,19.12121593,12.32107957,15.37671208,6.581618044,9.330732041,5.987272282,1,1,1
97490,FF,3,-9.6378268,-3.429553295,-5.973108192,-10.9742232,-13.2250607,-1.151343763,-2.033302267,-7.610747059,-1,-1,1
97490,FO,3,-34.1478488,-27.31105892,-30.94762117,-32.2962907,-27.38553421,6.391175555,14.10697536,26.58326299,-1,1,-1
97490,OF,3,15.89746932,10.99980996,16.69887807,24.3703139,18.32648026,14.08716255,10.81429422,2.284975648,1,-1,-1
97490,OO,3,-2.221043759,-2.404147368,-3.174389011,-6.280575719,-5.741820309,-7.179833127,25.62106089,22.7843147,1,1,1
98491,FF,3,115.0520773,65.88172428,126.0986648,125.986209,110.5773754,109.9761744,110.5394231,67.75401852,-1,-1,1
98491,FO,3,-61.67280555,-57.21437383,-71.25304214,-73.98289979,-67.73343734,-54.37754623,-54.4790597,-39.20329428,-1,1,-1
98491,OF,3,83.49425414,5.632831176,101.3110286,103.871295,101.1122812,84.8581833,88.74251763,-2.749474472,1,-1,-1
98491,OO,3,13.23368928,-57.65756377,26.1219523,25.81476557,12.90346587,-77.87790863,-77.2339228,-58.99197086,1,1,1
99500,FF,3,11.97925799,20.03663146,9.106768456,9.844075362,5.998534878,3.700917959,18.17686085,-5.964755297,-1,-1,1
99500,FO,3,3.4557523,-8.287596345,6.738472468,-7.729946613,-2.963457227,7.031523148,5.920861602,-0.156327539,-1,1,-1
99500,OF,3,7.402570493,14.24481817,4.153667616,3.465365887,-10.97363587,22.06387353,8.160620729,-1.030572494,1,-1,-1
99500,OO,3,14.69955548,19.59448198,9.884318835,-18.79647271,-5.171529015,13.36897699,0.23912855,-3.478537798,1,1,1
