subj_idx,block_order,block_label,Block_Trial,context,rt,response,Accuracy,Accuracy_inTime,stim,Response_Type,Reward_Amount,Data_Split,EEG_Stim_Time,EEG_Resp_Time,Ave_TF
23121,2,B,107,FF,0.384,1,0,0,-1,Gain  ,-0.5,2,1503.392,1503.776,-2.76810480062689
23121,2,B,108,FF,0.427,1,1,0,1,Gain  ,-0.5,2,1507.628,1508.055,-0.599317940609999
23121,2,B,109,OF,0.445,1,1,0,1,Gain  ,-0.5,1,1517.003,1517.448,-8.30988446994496
23121,2,B,110,OF,0.417,0,1,0,0,Cntrl ,0,1,1521.473,1521.89,-11.5435055776901
23121,2,B,111,OF,0.287,-1,1,1,-1,NoLoss,1,1,1525.643,1525.93,0.403162725711001
23121,2,B,112,OF,0.376,1,1,1,1,Gain  ,1,2,1529.113,1529.489,1.31693816826569
23121,2,B,113,OF,0.341,0,1,1,0,Cntrl ,0,2,1533.049,1533.39,-4.76749190005784
23121,2,B,114,OF,0.276,-1,1,1,-1,NoLoss,1,2,1536.469,1536.745,-8.03277332721287
23121,2,B,115,OF,0.458,0,1,0,0,Cntrl ,0,1,1539.855,1540.313,2.7449583578001
23121,2,B,116,OF,0.343,-1,1,1,-1,NoLoss,1,1,1543.925,1544.268,-8.52261511351495
23121,2,B,117,OF,0.379,1,1,1,1,Gain  ,1,1,1547.811,1548.19,1.57609166500776
23121,2,B,118,OF,0.358,0,1,1,0,Cntrl ,0,2,1551.598,1551.956,-1.01423524855746
23121,2,B,119,OF,0.405,2,0,0,1,Cntrl ,-0.5,2,1555.351,1555.756,0.0459336501645646
23121,2,B,120,OF,0.26,-1,1,1,-1,NoLoss,1,2,1559.471,1559.731,2.24985937288513
23121,2,B,121,OF,0.358,-1,1,1,-1,NoLoss,1,1,1563.441,1563.799,3.04758138793235
23121,2,B,122,OF,0.399,1,0,0,0,Gain  ,0,1,1567.044,1567.443,-3.8148910176289
23121,2,B,123,OF,0.404,1,1,0,1,Gain  ,-0.5,1,1570.747,1571.151,-4.32251833193668
23121,2,B,124,OF,0.304,-1,1,1,-1,NoLoss,1,2,1574.5,1574.804,-2.94928503905682
23121,2,B,125,OF,0.482,0,1,0,0,Cntrl ,0,2,1578.537,1579.019,2.74633307766511
23121,2,B,126,OF,0.284,1,1,1,1,Gain  ,1,2,1582.223,1582.507,0.205369573225597
23121,2,B,127,OF,0.423,0,1,0,0,Cntrl ,0,1,1586.426,1586.849,-8.47119217327482
23121,2,B,128,OF,0.394,1,1,1,1,Gain  ,1,1,1590.263,1590.657,-1.68202432656076
23121,2,B,129,OF,0.281,-1,1,1,-1,NoLoss,1,1,1594.7,1594.981,-5.74184328151759
23121,2,B,130,OF,0.364,0,1,1,0,Cntrl ,0,2,1598.219,1598.583,-3.70887498259547
23121,2,B,131,OF,0.342,-1,1,1,-1,NoLoss,1,2,1602.49,1602.832,2.68096091978739
23121,2,B,132,OF,0.418,1,1,0,1,Gain  ,-0.5,2,1606.126,1606.544,0.574133987727139
23121,2,B,133,OF,0.297,-1,0,0,1,NoLoss,-0.5,1,1609.996,1610.293,2.43999634273153
23121,2,B,134,OF,0.427,0,1,0,0,Cntrl ,0,1,1613.649,1614.076,-3.47563011850684
23121,2,B,135,OF,0.317,-1,1,1,-1,NoLoss,1,1,1617.919,1618.236,-8.86247745140743
23121,2,B,136,OF,0.292,0,1,1,0,Cntrl ,0,2,1622.172,1622.464,3.51680287526134
23121,2,B,137,OF,0.269,-1,1,1,-1,NoLoss,1,2,1626.259,1626.528,-8.31264425524245
23121,2,B,138,OF,0.27,1,1,1,1,Gain  ,1,2,1629.945,1630.215,0.50266416724903
23121,2,B,139,OF,0.301,-1,1,1,-1,NoLoss,1,1,1633.465,1633.766,-7.0542508610404
23121,2,B,140,OF,0.259,2,0,0,1,Cntrl ,-0.5,1,1637.735,1637.994,2.63623458465494
23121,2,B,141,OF,0.352,0,1,1,0,Cntrl ,0,1,1641.471,1641.823,-2.12351087658421
23121,2,B,142,OF,0.401,1,0,0,0,Gain  ,0,2,1645.675,1646.076,2.00066956816002
23121,2,B,143,OF,0.423,1,1,0,1,Gain  ,-0.5,2,1649.495,1649.918,1.58453512388019
23121,2,B,144,OF,0.305,-1,1,1,-1,NoLoss,1,2,1653.765,1654.07,-5.88596223061043
23121,3,A,1,OO,0.282,-1,1,1,-1,NoLoss,1,1,1745.999,1746.281,1.83208809750619
23121,3,A,2,OO,0.277,1,1,1,1,Gain  ,1,1,1749.736,1750.013,13.2018495907321
23121,3,A,3,OO,0.385,0,1,1,0,Cntrl ,0,1,1753.339,1753.724,5.85939274533807
23121,3,A,4,OO,0.351,0,1,1,0,Cntrl ,0,2,1757.676,1758.026,10.1774581068625
23121,3,A,5,OO,0.336,-1,1,1,-1,NoLoss,1,2,1761.962,1762.298,5.70076119318194
23121,3,A,6,OO,0.376,2,0,0,1,Cntrl ,-1,2,1765.982,1766.358,-6.13009205008954
23121,3,A,7,OO,0.379,1,1,1,1,Gain  ,1,1,1769.836,1770.215,8.40671898876505
23121,3,A,8,OO,0.345,0,1,1,0,Cntrl ,0,1,1773.989,1774.333,12.2488958560016
23121,3,A,9,OO,0.331,-1,1,1,-1,NoLoss,1,1,1778.059,1778.39,3.11450602706299
23121,3,A,10,OO,0.39,0,1,1,0,Cntrl ,0,2,1782.046,1782.436,4.74635704543611
23121,3,A,11,OO,0.483,1,1,0,1,Gain  ,-1,2,1786.366,1786.849,4.99460460238128
23121,3,A,12,OO,0.309,-1,1,1,-1,NoLoss,1,2,1790.252,1790.561,7.23413129510257
23121,3,A,13,OO,0.349,1,0,0,-1,Gain  ,-1,1,1793.839,1794.188,-0.153802971791292
23121,3,A,14,OO,0.309,0,1,1,0,Cntrl ,0,1,1797.875,1798.183,1.55534482149847
23121,3,A,15,OO,0.29,1,1,1,1,Gain  ,1,1,1802.029,1802.319,3.79972550773187
23121,3,A,16,OO,0.333,0,1,1,0,Cntrl ,0,2,1805.882,1806.215,5.81523473052789
23121,3,A,17,OO,0.375,1,1,1,1,Gain  ,1,2,1809.484,1809.859,10.5967471453374
23121,3,A,18,OO,0.266,-1,1,1,-1,NoLoss,1,2,1813.688,1813.953,11.3166172461227
23121,3,A,19,OO,0.359,1,1,1,1,Gain  ,1,1,1817.508,1817.867,10.3262755730213
23121,3,A,20,OO,0.372,0,1,1,0,Cntrl ,0,1,1821.211,1821.583,1.01826903370062
23121,3,A,21,OO,0.248,-1,1,1,-1,NoLoss,1,1,1825.214,1825.462,2.56449062717082
23121,3,A,22,OO,0.43,1,1,0,1,Gain  ,-1,2,1829.134,1829.564,-1.34512387101956
23121,3,A,23,OO,0.312,-1,1,1,-1,NoLoss,1,2,1833.105,1833.417,-0.638655114707304
23121,3,A,24,OO,0.379,0,1,1,0,Cntrl ,0,2,1836.624,1837.003,6.1612756781855
23121,3,A,25,OO,0.353,-1,0,0,0,NoLoss,0,1,1840.844,1841.197,4.65946686457527
23121,3,A,26,OO,0.283,-1,1,1,-1,NoLoss,1,1,1844.697,1844.979,1.88293436113095
23121,3,A,27,OO,0.323,1,1,1,1,Gain  ,1,1,1848.25,1848.573,6.61938772696646
23121,3,A,28,OO,0.448,0,1,0,0,Cntrl ,0,2,1851.97,1852.418,3.02075009101162
23121,3,A,29,OO,0.36,1,1,1,1,Gain  ,1,2,1856.056,1856.416,0.681230518784543
23121,3,A,30,OO,0.275,-1,1,1,-1,NoLoss,1,2,1860.377,1860.652,-3.12805986762294
23121,3,A,31,OO,0.382,2,0,0,-1,Cntrl ,-1,1,1864.663,1865.045,-0.826121436224038
23121,3,A,32,OO,0.377,0,1,1,0,Cntrl ,0,1,1868.65,1869.026,-2.71108698962833
23121,3,A,33,OO,0.435,1,1,0,1,Gain  ,-1,1,1872.236,1872.671,-6.53886433144502
23121,3,A,34,OO,0.359,-1,1,1,-1,NoLoss,1,2,1876.406,1876.765,0.279690887923718
23121,3,A,35,OO,0.349,0,1,1,0,Cntrl ,0,2,1880.26,1880.609,11.0283162068438
23121,3,A,36,OO,0.355,1,1,1,1,Gain  ,1,2,1884.596,1884.951,-3.0757845684898
23121,3,A,37,OF,0.424,0,1,0,0,Cntrl ,0,1,1912.186,1912.609,9.23603200456701
23121,3,A,38,OF,0.294,-1,1,1,-1,NoLoss,1,1,1915.972,1916.266,-1.07056887613471
23121,3,A,39,OF,0.385,1,1,1,1,Gain  ,1,1,1920.109,1920.494,8.95837841191066
23121,3,A,40,OF,0.387,0,1,1,0,Cntrl ,0,2,1924.062,1924.448,-3.41972461003135
23121,3,A,41,OF,0.4,-1,1,0,-1,NoLoss,-0.5,2,1927.799,1928.199,-0.372884667603139
23121,3,A,42,OF,0.353,1,1,1,1,Gain  ,1,2,1931.351,1931.704,-2.66924128769595
23121,3,A,43,OF,0.426,1,1,0,1,Gain  ,-0.5,1,1935.472,1935.898,7.51584509103653
23121,3,A,44,OF,0.348,0,1,1,0,Cntrl ,0,1,1939.375,1939.723,2.11815150221463
23121,3,A,45,OF,0.319,-1,1,1,-1,NoLoss,1,1,1943.078,1943.396,3.41402236157377
23121,3,A,46,OF,0.384,-1,1,1,-1,NoLoss,1,2,1947.098,1947.482,-1.14736851995869
23121,3,A,47,OF,0.409,0,1,0,0,Cntrl ,0,2,1950.667,1951.076,0.530824462193101
23121,3,A,48,OF,0.348,1,1,1,1,Gain  ,1,2,1954.321,1954.669,5.15674866522954
23121,3,A,49,OF,0.427,0,1,0,0,Cntrl ,0,1,1957.907,1958.334,-2.0117021194963
23121,3,A,50,OF,0.288,-1,1,1,-1,NoLoss,1,1,1962.01,1962.297,-1.98581963869114
23121,3,A,51,OF,0.27,1,1,1,1,Gain  ,1,1,1966.197,1966.467,7.24129127446009
23121,3,A,52,OF,0.363,1,1,1,1,Gain  ,1,2,1970.017,1970.38,-1.08264314224133
23121,3,A,53,OF,0.351,-1,1,1,-1,NoLoss,1,2,1974.337,1974.688,-8.69184916757656
23121,3,A,54,OF,0.382,0,1,1,0,Cntrl ,0,2,1977.84,1978.222,-4.98370927757127
23121,3,A,55,OF,0.289,-1,1,1,-1,NoLoss,1,1,1981.443,1981.731,2.61343420777237
23121,3,A,56,OF,0.38,0,1,1,0,Cntrl ,0,1,1985.496,1985.876,-4.36095623269311
23121,3,A,57,OF,0.408,1,1,0,1,Gain  ,-0.5,1,1989.533,1989.941,6.48651573161669
23121,3,A,58,OF,0.371,2,0,0,1,Cntrl ,-0.5,2,1993.385,1993.756,5.2877794239668
23121,3,A,59,OF,0.284,-1,1,1,-1,NoLoss,1,2,1997.456,1997.74,-6.15919285274921
23121,3,A,60,OF,0.372,0,1,1,0,Cntrl ,0,2,2001.125,2001.496,-6.37608398435042
23121,3,A,61,OF,0.404,1,1,0,1,Gain  ,-0.5,1,2005.195,2005.599,-1.8852711231823
23121,3,A,62,OF,0.399,0,1,1,0,Cntrl ,0,1,2008.949,2009.348,1.37901055401127
23121,3,A,63,OF,0.283,-1,1,1,-1,NoLoss,1,1,2013.252,2013.535,-3.43534485636081
23121,3,A,64,OF,0.348,1,1,1,1,Gain  ,1,2,2017.322,2017.67,0.757627501005762
23121,3,A,65,OF,0.399,0,1,1,0,Cntrl ,0,2,2021.175,2021.574,1.07387753712684
23121,3,A,66,OF,0.292,-1,1,1,-1,NoLoss,1,2,2025.161,2025.453,0.698477088601271
23121,3,A,67,OF,0.34,-1,1,1,-1,NoLoss,1,1,2029.232,2029.572,-3.91281130191314
23121,3,A,68,OF,0.362,1,1,1,1,Gain  ,1,1,2032.951,2033.313,-3.1806209208273
23121,3,A,69,OF,0.36,0,1,1,0,Cntrl ,0,1,2037.005,2037.365,-5.78285553796589
23121,3,A,70,OF,0.374,1,1,1,1,Gain  ,1,2,2041.092,2041.466,-7.6598632861852
23121,3,A,71,OF,0.281,-1,1,1,-1,NoLoss,1,2,2045.362,2045.643,-1.52890555647703
23121,3,A,72,OF,0.364,0,1,1,0,Cntrl ,0,2,2048.915,2049.279,0.0459786207045796
23121,3,A,73,FF,0.369,-1,1,1,-1,NoLoss,0.5,1,2074.452,2074.821,-3.52831902771111
23121,3,A,74,FF,0.356,0,1,1,0,Cntrl ,0,1,2078.239,2078.594,5.06294661564128
23121,3,A,75,FF,0.383,1,1,1,1,Gain  ,0.5,1,2082.125,2082.508,-2.33748603402925
23121,3,A,76,FF,0.451,0,1,0,0,Cntrl ,0,2,2086.011,2086.462,-9.76339553184564
23121,3,A,77,FF,0.311,-1,1,1,-1,NoLoss,0.5,2,2089.515,2089.826,2.9038159645487
23121,3,A,78,FF,0.378,1,1,1,1,Gain  ,0.5,2,2093.7,2094.078,0.693373083632154
23121,3,A,79,FF,0.393,0,1,1,0,Cntrl ,0,1,2097.22,2097.614,-1.44289190896585
23121,3,A,81,FF,0.262,-1,1,1,-1,NoLoss,0.5,1,2105.494,2105.756,-1.54709919271101
23121,3,A,82,FF,0.387,0,1,1,0,Cntrl ,0,2,2109.281,2109.667,1.49965692095537
23121,3,A,83,FF,0.369,-1,1,1,-1,NoLoss,0.5,2,2112.767,2113.135,1.02621745763976
23121,3,A,84,FF,0.312,1,1,1,1,Gain  ,0.5,2,2116.837,2117.149,-0.543535793614624
23121,3,A,85,FF,0.386,1,1,1,1,Gain  ,0.5,1,2120.84,2121.226,-3.46359017249706
23121,3,A,86,FF,0.298,-1,1,1,-1,NoLoss,0.5,1,2125.227,2125.525,7.47410536806454
23121,3,A,87,FF,0.358,0,1,1,0,Cntrl ,0,1,2129.03,2129.387,4.32180681214547
23121,3,A,88,FF,0.284,-1,1,1,-1,NoLoss,0.5,2,2133.033,2133.317,-7.6382585875009
23121,3,A,89,FF,0.373,0,1,1,0,Cntrl ,0,2,2136.752,2137.125,-10.1163273913631
23121,3,A,90,FF,0.282,1,1,1,1,Gain  ,0.5,2,2140.707,2140.989,6.67096527320741
23121,3,A,91,FF,0.4,0,1,0,0,Cntrl ,0,1,2144.542,2144.942,0.422026182299449
23121,3,A,92,FF,0.295,-1,1,1,-1,NoLoss,0.5,1,2148.663,2148.958,1.10505606925715
23121,3,A,93,FF,0.378,1,1,1,1,Gain  ,0.5,1,2152.483,2152.861,-7.35402234353744
23121,3,A,94,FF,0.307,2,0,0,1,Cntrl ,-0.5,2,2156.585,2156.892,-3.53922665677717
23121,3,A,95,FF,0.358,0,1,1,0,Cntrl ,0,2,2160.489,2160.846,-1.09525577135707
23121,3,A,96,FF,0.316,-1,1,1,-1,NoLoss,0.5,2,2164.776,2165.092,-3.73502723205439
23121,3,A,97,FF,0.418,-1,1,0,-1,NoLoss,-0.5,1,2168.713,2169.131,5.45237509119036
23121,3,A,98,FF,0.314,1,1,1,1,Gain  ,0.5,1,2172.583,2172.896,-4.60244131207795
23121,3,A,99,FF,0.377,0,1,1,0,Cntrl ,0,1,2176.87,2177.247,2.70229679464106
23121,3,A,100,FF,0.298,-1,1,1,-1,NoLoss,0.5,2,2180.673,2180.971,-6.05768340895057
23121,3,A,101,FF,0.328,1,1,1,1,Gain  ,0.5,2,2184.476,2184.803,-2.21117625029146
23121,3,A,102,FF,0.375,0,1,1,0,Cntrl ,0,2,2188.261,2188.636,0.609752920999101
23121,3,A,103,FF,0.305,-1,1,1,-1,NoLoss,0.5,1,2192.115,2192.419,-3.26563694530777
23121,3,A,104,FF,0.353,0,1,1,0,Cntrl ,0,1,2195.568,2195.921,-2.94846981430776
23121,3,A,105,FF,0.34,1,1,1,1,Gain  ,0.5,1,2199.338,2199.678,1.4124130542397
23121,3,A,106,FF,0.353,2,0,0,1,Cntrl ,-0.5,2,2203.608,2203.961,4.80650055873271
23121,3,A,107,FF,0.411,0,1,0,0,Cntrl ,0,2,2207.795,2208.206,-6.63717638097499
23121,3,A,108,FF,0.326,-1,1,1,-1,NoLoss,0.5,2,2211.965,2212.291,2.85585479415016
23121,3,A,109,FO,0.364,1,1,1,1,Gain  ,0.5,1,2242.24,2242.604,9.02306686183264
23121,3,A,110,FO,0.382,0,1,1,0,Cntrl ,0,1,2246.193,2246.575,4.18389328092568
23121,3,A,111,FO,0.289,-1,1,1,-1,NoLoss,0.5,1,2250.463,2250.752,2.96987737759526
23121,3,A,112,FO,0.369,1,1,1,1,Gain  ,0.5,2,2254.75,2255.118,4.4292130607034
23121,3,A,113,FO,0.312,0,1,1,0,Cntrl ,0,2,2258.687,2258.999,10.1974608992548
23121,3,A,114,FO,0.264,-1,1,1,-1,NoLoss,0.5,2,2262.74,2263.003,5.39355598014892
23121,3,A,115,FO,0.44,0,1,0,0,Cntrl ,0,1,2266.51,2266.949,1.69690007182984
23121,3,A,116,FO,0.282,-1,1,1,-1,NoLoss,0.5,1,2270.846,2271.128,6.00171763426995
23121,3,A,117,FO,0.359,1,1,1,1,Gain  ,0.5,1,2274.166,2274.524,6.24773883156343
23121,3,A,118,FO,0.336,0,1,1,0,Cntrl ,0,2,2278.236,2278.572,-8.06014834115538
23121,3,A,119,FO,0.344,1,1,1,1,Gain  ,0.5,2,2281.839,2282.183,1.4481913072564
23121,3,A,120,FO,0.31,-1,1,1,-1,NoLoss,0.5,2,2285.491,2285.802,0.313144928501479
23121,3,A,121,FO,0.49,-1,1,0,-1,NoLoss,-1,1,2289.078,2289.568,-2.07510016238746
23121,3,A,122,FO,0.343,0,1,1,0,Cntrl ,0,1,2293.515,2293.858,3.05071105276746
23121,3,A,123,FO,0.359,1,1,1,1,Gain  ,0.5,1,2297,2297.359,2.81870246353847
23121,3,A,124,FO,0.374,0,1,1,0,Cntrl ,0,2,2300.538,2300.912,5.35064198928123
23121,3,A,125,FO,0.279,-1,1,1,-1,NoLoss,0.5,2,2304.708,2304.987,3.37048887003251
23121,3,A,126,FO,0.361,1,1,1,1,Gain  ,0.5,2,2308.543,2308.905,3.57879345439865
23121,3,A,127,FO,0.382,1,1,1,1,Gain  ,0.5,1,2312.281,2312.663,3.6609185174957
23121,3,A,128,FO,0.412,0,1,0,0,Cntrl ,0,1,2316.7,2317.113,-6.51925212640324
23121,3,A,129,FO,0.327,-1,1,1,-1,NoLoss,0.5,1,2320.887,2321.214,-4.21195942122663
23121,3,A,130,FO,0.364,-1,1,1,-1,NoLoss,0.5,2,2324.807,2325.171,-6.16524796785579
23121,3,A,131,FO,0.367,0,1,1,0,Cntrl ,0,2,2328.578,2328.945,2.28577151589601
23121,3,A,132,FO,0.372,1,1,1,1,Gain  ,0.5,2,2332.28,2332.652,0.152774899388945
23121,3,A,133,FO,0.395,1,1,1,1,Gain  ,0.5,1,2335.8,2336.195,-0.450872904811928
23121,3,A,134,FO,0.437,0,1,0,0,Cntrl ,0,1,2340.02,2340.457,-3.16686483125757
23121,3,A,135,FO,0.278,-1,1,1,-1,NoLoss,0.5,1,2343.806,2344.084,-4.70711910602068
23121,3,A,136,FO,0.372,-1,1,1,-1,NoLoss,0.5,2,2347.676,2348.048,2.38072657106465
23121,3,A,137,FO,0.349,0,1,1,0,Cntrl ,0,2,2351.129,2351.478,0.714360036321178
23121,3,A,138,FO,0.306,1,1,1,1,Gain  ,0.5,2,2354.715,2355.021,7.08464767585536
23121,3,A,139,FO,0.354,-1,1,1,-1,NoLoss,0.5,1,2358.235,2358.589,-4.06561007031899
23121,3,A,140,FO,0.393,0,1,1,0,Cntrl ,0,1,2362.038,2362.431,-2.0125761944004
23121,3,A,141,FO,0.341,1,1,1,1,Gain  ,0.5,1,2366.175,2366.516,3.12191405587467
23121,3,A,142,FO,0.451,1,1,0,1,Gain  ,-1,2,2370.562,2371.012,-2.93852770631982
23121,3,A,143,FO,0.362,0,1,1,0,Cntrl ,0,2,2374.682,2375.044,3.86611483144795
23121,3,A,144,FO,0.277,-1,1,1,-1,NoLoss,0.5,2,2378.885,2379.162,5.32790930325524
24120,1,A,2,OO,0.39,-1,1,1,-1,NoLoss,1,1,279.3915,279.7815,4.77195662560771
24120,1,A,3,OO,0.36,1,1,1,1,Gain  ,1,1,282.8265,283.1865,0.761950089330221
24120,1,A,4,OO,0.29,0,1,1,0,Cntrl ,0,2,286.7635,287.0535,6.70364913259312
24120,1,A,5,OO,0.218,-1,1,1,-1,NoLoss,1,2,290.9165,291.1345,0.400902735278653
24120,1,A,6,OO,0.288,1,1,1,1,Gain  ,1,2,294.7365,295.0245,8.80175000276856
24120,1,A,7,OO,0.344,-1,1,1,-1,NoLoss,1,1,298.6735,299.0175,-6.32287154005276
24120,1,A,8,OO,0.228,2,0,0,1,Cntrl ,-1,1,302.5935,302.8215,-3.70433636721165
24120,1,A,9,OO,0.409,0,1,0,0,Cntrl ,0,1,306.0965,306.5055,-5.28118628076022
24120,1,A,10,OO,0.239,-1,0,0,1,NoLoss,-1,2,309.9655,310.2045,0.274560868532858
24120,1,A,11,OO,0.375,-1,1,1,-1,NoLoss,1,2,314.1525,314.5275,-5.47518773577021
24120,1,A,12,OO,0.434,-1,0,0,0,NoLoss,0,2,317.8225,318.2565,0.0625486816487575
24120,1,A,13,OO,0.36,-1,1,1,-1,NoLoss,1,1,322.1595,322.5195,0.44372915249575
24120,1,A,14,OO,0.343,0,1,1,0,Cntrl ,0,1,325.7625,326.1055,-4.27314731949097
24120,1,A,15,OO,0.309,1,1,1,1,Gain  ,1,1,329.9655,330.2745,-2.64258812085006
24120,1,A,16,OO,0.414,1,0,0,0,Gain  ,0,2,333.7015,334.1155,-0.288861761062816
24120,1,A,17,OO,0.318,2,0,0,1,Cntrl ,-1,2,337.4715,337.7895,4.33827129154421
24120,1,A,18,OO,0.365,-1,1,1,-1,NoLoss,1,2,341.0085,341.3735,-2.87219733516749
24120,1,A,19,OO,0.285,0,1,1,0,Cntrl ,0,1,345.0275,345.3125,0.955537244728237
24120,1,A,20,OO,0.355,-1,1,1,-1,NoLoss,1,1,349.3145,349.6695,4.1153906948173
24120,1,A,21,OO,0.286,1,1,1,1,Gain  ,1,1,353.5515,353.8375,0.0544344566634773
24120,1,A,22,OO,0.339,0,1,1,0,Cntrl ,0,2,357.5715,357.9105,-4.53579809005889
24120,1,A,23,OO,0.37,1,1,1,1,Gain  ,1,2,361.4415,361.8115,7.73534182258351
24120,1,A,24,OO,0.268,-1,1,1,-1,NoLoss,1,2,365.6445,365.9125,-2.15263060434484
24120,1,A,25,OO,0.394,0,1,1,0,Cntrl ,0,1,369.4145,369.8085,-1.82211574787296
24120,1,A,26,OO,0.268,1,1,1,1,Gain  ,1,1,373.6845,373.9525,6.1125802579446
24120,1,A,27,OO,0.491,-1,1,0,-1,NoLoss,-1,1,377.9715,378.4625,-1.47537224300306
24120,1,A,28,OO,0.292,0,1,1,0,Cntrl ,0,2,382.3425,382.6345,3.26062227959751
24120,1,A,29,OO,0.237,1,1,1,1,Gain  ,1,2,385.9115,386.1485,-1.93378975990906
24120,1,A,30,OO,0.261,-1,1,1,-1,NoLoss,1,2,390.1155,390.3765,0.559505820783611
24120,1,A,31,OO,0.315,1,1,1,1,Gain  ,1,1,394.4015,394.7165,-8.0119799845416
24120,1,A,32,OO,0.33,-1,1,1,-1,NoLoss,1,1,398.5225,398.8525,-3.18517426032169
24120,1,A,33,OO,0.435,0,1,0,0,Cntrl ,0,1,402.2255,402.6605,1.63576787646367
24120,1,A,34,OO,0.295,-1,1,1,-1,NoLoss,1,2,406.3785,406.6735,6.22949825412404
24120,1,A,35,OO,0.354,1,1,1,1,Gain  ,1,2,409.8815,410.2355,-2.27382647714098
24120,1,A,36,OO,0.423,-1,0,0,0,NoLoss,0,2,413.3175,413.7405,0.26929918001473
24120,1,A,37,OF,0.367,-1,1,1,-1,NoLoss,1,1,442.4245,442.7915,-0.0724365554559503
24120,1,A,38,OF,0.325,2,0,0,1,Cntrl ,-0.5,1,446.1115,446.4365,-4.94742037825091
24120,1,A,39,OF,0.458,0,1,0,0,Cntrl ,0,1,449.5305,449.9885,-1.03643421555879
24120,1,A,40,OF,0.294,1,1,1,1,Gain  ,1,2,453.2005,453.4945,-4.73548124277193
24120,1,A,41,OF,0.385,0,1,1,0,Cntrl ,0,2,456.7365,457.1215,-4.66454683356895
24120,1,A,42,OF,0.375,-1,1,1,-1,NoLoss,1,2,460.6565,461.0315,-2.35988035477681
24120,1,A,43,OF,0.398,2,0,0,-1,Cntrl ,-0.5,1,464.7595,465.1575,5.67965003708866
24120,1,A,44,OF,0.433,0,1,0,0,Cntrl ,0,1,468.5965,469.0295,-1.76521116761923
24120,1,A,45,OF,0.264,1,1,1,1,Gain  ,1,1,472.8995,473.1635,-0.347650031455777
24120,1,A,46,OF,0.361,0,1,1,0,Cntrl ,0,2,476.6365,476.9975,-6.91258259936378
24120,1,A,47,OF,0.34,1,1,1,1,Gain  ,1,2,481.0235,481.3635,-1.83381633936814
24120,1,A,48,OF,0.281,-1,1,1,-1,NoLoss,1,2,484.6595,484.9405,-4.50047223308791
24120,1,A,49,OF,0.414,-1,1,0,-1,NoLoss,-0.5,1,488.0455,488.4595,4.65412073239476
24120,1,A,50,OF,0.355,1,1,1,1,Gain  ,1,1,491.6815,492.0365,3.55067947477889
24120,1,A,51,OF,0.251,-1,0,0,0,NoLoss,0,1,495.2685,495.5195,-0.795334263509033
24120,1,A,52,OF,0.38,2,0,0,1,Cntrl ,-0.5,2,499.1885,499.5685,-5.79349212806986
24120,1,A,53,OF,0.443,-1,1,0,-1,NoLoss,-0.5,2,502.6245,503.0675,-1.20709602137984
24120,1,A,54,OF,0.334,1,0,0,0,Gain  ,0,2,507.0115,507.3455,-2.37130041712875
24120,1,A,55,OF,0.396,1,1,1,1,Gain  ,1,1,511.2645,511.6605,-3.82696621159109
24120,1,A,56,OF,0.258,-1,1,1,-1,NoLoss,1,1,515.1515,515.4095,1.70857874522525
24120,1,A,57,OF,0.307,0,1,1,0,Cntrl ,0,1,519.3215,519.6285,0.359955875305474
24120,1,A,58,OF,0.3,1,0,0,0,Gain  ,0,2,523.2415,523.5415,-0.299436269164021
24120,1,A,59,OF,0.378,2,0,0,1,Cntrl ,-0.5,2,527.1775,527.5555,3.14166571523089
24120,1,A,60,OF,0.397,-1,1,1,-1,NoLoss,1,2,530.8305,531.2275,5.76708297567636
24120,1,A,61,OF,0.252,0,1,1,0,Cntrl ,0,1,534.7005,534.9525,4.68516683940624
24120,1,A,62,OF,0.271,1,1,1,1,Gain  ,1,1,538.1535,538.4245,0.341237860857843
24120,1,A,63,OF,0.358,-1,1,1,-1,NoLoss,1,1,542.4235,542.7815,2.59660816359984
24120,1,A,64,OF,0.306,-1,1,1,-1,NoLoss,1,2,546.6105,546.9166,-2.75966755832036
24120,1,A,65,OF,0.3,0,1,1,0,Cntrl ,0,2,550.5975,550.8975,-4.69336481611235
24120,1,A,66,OF,0.349,1,1,1,1,Gain  ,1,2,554.2005,554.5495,2.74720185465737
24120,1,A,67,OF,0.38,-1,1,1,-1,NoLoss,1,1,558.0535,558.4335,-2.57732133270527
24120,1,A,68,OF,0.408,0,1,0,0,Cntrl ,0,1,562.0395,562.4475,-2.76794083535413
24120,1,A,69,OF,0.385,1,1,1,1,Gain  ,1,1,565.5095,565.8945,-5.47742454975928
24120,1,A,70,OF,0.384,-1,1,1,-1,NoLoss,1,2,568.9625,569.3465,2.55415399017204
24120,1,A,71,OF,0.333,0,1,1,0,Cntrl ,0,2,573.2655,573.5985,5.51316807384656
24120,1,A,72,OF,0.294,1,1,1,1,Gain  ,1,2,577.5355,577.8295,2.191031374375
24120,1,A,73,FF,0.333,-1,1,1,-1,NoLoss,0.5,1,600.8215,601.1545,-3.25946784622908
24120,1,A,74,FF,0.298,2,0,0,1,Cntrl ,-0.5,1,604.3915,604.6895,-2.73254695509484
24120,1,A,75,FF,0.333,0,1,1,0,Cntrl ,0,1,608.3615,608.6945,0.596036895100681
24120,1,A,76,FF,0.358,-1,0,0,0,NoLoss,0,2,612.4975,612.8555,-4.62065815494474
