Response_Code,rt,stim_Code,gainVal,lossVal,Response_Type,stim,Money_Amount,rt_sec,Accuracy,Accuracy_inTime
0,357.343504693,0,0.5,0.5,Gain  ,Gain  ,0.5,0.357343504693,1,1
0,362.135494059,0,0.5,0.5,Gain  ,Gain  ,0.5,0.362135494059,1,1
0,474.840610437,0,0.5,0.5,Gain  ,Gain  ,0.5,0.474840610437,1,0
0,365.716638686,0,0.5,0.5,Gain  ,Gain  ,0.5,0.365716638686,1,1
0,260.844611678,0,0.5,0.5,Gain  ,Gain  ,0.5,0.260844611678,1,1
0,317.809621613,0,0.5,0.5,Gain  ,Gain  ,0.5,0.317809621613,1,1
0,296.963218804,0,0.5,0.5,Gain  ,Gain  ,0.5,0.296963218804,1,1
0,417.8357817,0,0.5,0.5,Gain  ,Gain  ,0.5,0.4178357817,1,0
0,276.625650667,0,0.5,0.5,Gain  ,Gain  ,0.5,0.276625650667,1,1
0,354.851186451,0,0.5,0.5,Gain  ,Gain  ,0.5,0.354851186451,1,1
0,219.214925862,0,0.5,0.5,Gain  ,Gain  ,0.5,0.219214925862,1,1
0,425.148692701,0,0.5,0.5,Gain  ,Gain  ,0.5,0.425148692701,1,0
0,352.331789916,0,0.5,0.5,Gain  ,Gain  ,0.5,0.352331789916,1,1
0,286.185893172,0,0.5,0.5,Gain  ,Gain  ,0.5,0.286185893172,1,1
0,340.009400739,0,0.5,0.5,Gain  ,Gain  ,0.5,0.340009400739,1,1
0,374.012521592,0,0.5,0.5,Gain  ,Gain  ,0.5,0.374012521592,1,1
0,257.239783878,0,0.5,0.5,Gain  ,Gain  ,0.5,0.257239783878,1,1
0,256.850641958,0,0.5,0.5,Gain  ,Gain  ,0.5,0.256850641958,1,1
0,244.942177485,0,0.5,0.5,Gain  ,Gain  ,0.5,0.244942177485,1,1
0,302.057537736,0,0.5,0.5,Gain  ,Gain  ,0.5,0.302057537736,1,1
0,378.204387259,0,0.5,0.5,Gain  ,Gain  ,0.5,0.378204387259,1,1
0,436.726349192,0,0.5,0.5,Gain  ,Gain  ,0.5,0.436726349192,1,0
0,323.192557259,0,0.5,0.5,Gain  ,Gain  ,0.5,0.323192557259,1,1
0,311.218836227,0,0.5,0.5,Gain  ,Gain  ,0.5,0.311218836227,1,1
0,386.69195663,0,0.5,0.5,Gain  ,Gain  ,0.5,0.38669195663,1,1
0,318.638015552,0,0.5,0.5,Gain  ,Gain  ,0.5,0.318638015552,1,1
0,254.984459486,0,0.5,0.5,Gain  ,Gain  ,0.5,0.254984459486,1,1
0,273.247783192,0,0.5,0.5,Gain  ,Gain  ,0.5,0.273247783192,1,1
0,288.348322841,0,0.5,0.5,Gain  ,Gain  ,0.5,0.288348322841,1,1
0,334.909180902,0,0.5,0.5,Gain  ,Gain  ,0.5,0.334909180902,1,1
0,251.20080555,0,0.5,0.5,Gain  ,Gain  ,0.5,0.25120080555,1,1
0,347.364316078,0,0.5,0.5,Gain  ,Gain  ,0.5,0.347364316078,1,1
0,400.823580012,0,0.5,0.5,Gain  ,Gain  ,0.5,0.400823580012,1,0
0,232.056769504,0,0.5,0.5,Gain  ,Gain  ,0.5,0.232056769504,1,1
0,290.343914978,0,0.5,0.5,Gain  ,Gain  ,0.5,0.290343914978,1,1
0,232.007810756,0,0.5,0.5,Gain  ,Gain  ,0.5,0.232007810756,1,1
0,245.171191569,0,0.5,0.5,Gain  ,Gain  ,0.5,0.245171191569,1,1
0,372.231780045,0,0.5,0.5,Gain  ,Gain  ,0.5,0.372231780045,1,1
0,332.374867047,0,0.5,0.5,Gain  ,Gain  ,0.5,0.332374867047,1,1
0,278.11982477,0,0.5,0.5,Gain  ,Gain  ,0.5,0.27811982477,1,1
0,289.039100246,0,0.5,0.5,Gain  ,Gain  ,0.5,0.289039100246,1,1
0,378.810020104,0,0.5,0.5,Gain  ,Gain  ,0.5,0.378810020104,1,1
0,420.650609031,0,0.5,0.5,Gain  ,Gain  ,0.5,0.420650609031,1,0
0,262.899216907,0,0.5,0.5,Gain  ,Gain  ,0.5,0.262899216907,1,1
0,265.884598435,0,0.5,0.5,Gain  ,Gain  ,0.5,0.265884598435,1,1
0,284.671866742,0,0.5,0.5,Gain  ,Gain  ,0.5,0.284671866742,1,1
0,274.802291121,0,0.5,0.5,Gain  ,Gain  ,0.5,0.274802291121,1,1
0,313.42899333,0,0.5,0.5,Gain  ,Gain  ,0.5,0.31342899333,1,1
0,312.722192292,0,0.5,0.5,Gain  ,Gain  ,0.5,0.312722192292,1,1
0,402.152398952,0,0.5,0.5,Gain  ,Gain  ,0.5,0.402152398952,1,0
0,271.774804248,0,0.5,0.5,Gain  ,Gain  ,0.5,0.271774804248,1,1
0,189.51957801,0,0.5,0.5,Gain  ,Gain  ,0.5,0.18951957801,1,1
0,367.785784735,0,0.5,0.5,Gain  ,Gain  ,0.5,0.367785784735,1,1
0,294.743422277,0,0.5,0.5,Gain  ,Gain  ,0.5,0.294743422277,1,1
0,413.598785977,0,0.5,0.5,Gain  ,Gain  ,0.5,0.413598785977,1,0
0,348.990180342,0,0.5,0.5,Gain  ,Gain  ,0.5,0.348990180342,1,1
0,187.589742865,0,0.5,0.5,Gain  ,Gain  ,0.5,0.187589742865,1,1
0,396.693338872,0,0.5,0.5,Gain  ,Gain  ,0.5,0.396693338872,1,1
0,377.705521115,0,0.5,0.5,Gain  ,Gain  ,0.5,0.377705521115,1,1
0,290.079562211,0,0.5,0.5,Gain  ,Gain  ,0.5,0.290079562211,1,1
0,396.529034718,0,0.5,0.5,Gain  ,Gain  ,0.5,0.396529034718,1,1
0,299.193649278,0,0.5,0.5,Gain  ,Gain  ,0.5,0.299193649278,1,1
0,427.487817256,0,0.5,0.5,Gain  ,Gain  ,0.5,0.427487817256,1,0
0,186.219371436,0,0.5,0.5,Gain  ,Gain  ,0.5,0.186219371436,1,1
0,326.734074185,0,0.5,0.5,Gain  ,Gain  ,0.5,0.326734074185,1,1
0,279.809255507,0,0.5,0.5,Gain  ,Gain  ,0.5,0.279809255507,1,1
0,356.735024243,0,0.5,0.5,Gain  ,Gain  ,0.5,0.356735024243,1,1
0,397.778981988,0,0.5,0.5,Gain  ,Gain  ,0.5,0.397778981988,1,1
0,277.421361903,0,0.5,0.5,Gain  ,Gain  ,0.5,0.277421361903,1,1
0,291.516145322,0,0.5,0.5,Gain  ,Gain  ,0.5,0.291516145322,1,1
0,288.027600735,0,0.5,0.5,Gain  ,Gain  ,0.5,0.288027600735,1,1
0,240.719144086,0,0.5,0.5,Gain  ,Gain  ,0.5,0.240719144086,1,1
0,329.696333984,0,0.5,0.5,Gain  ,Gain  ,0.5,0.329696333984,1,1
0,310.794221367,0,0.5,0.5,Gain  ,Gain  ,0.5,0.310794221367,1,1
0,231.156577268,0,0.5,0.5,Gain  ,Gain  ,0.5,0.231156577268,1,1
0,311.345499798,0,0.5,0.5,Gain  ,Gain  ,0.5,0.311345499798,1,1
0,283.997764162,0,0.5,0.5,Gain  ,Gain  ,0.5,0.283997764162,1,1
0,289.132460197,0,0.5,0.5,Gain  ,Gain  ,0.5,0.289132460197,1,1
0,221.191095574,0,0.5,0.5,Gain  ,Gain  ,0.5,0.221191095574,1,1
0,331.465527698,0,0.5,0.5,Gain  ,Gain  ,0.5,0.331465527698,1,1
0,266.01877325,0,0.5,0.5,Gain  ,Gain  ,0.5,0.26601877325,1,1
0,305.158704934,0,0.5,0.5,Gain  ,Gain  ,0.5,0.305158704934,1,1
0,325.873152549,0,0.5,0.5,Gain  ,Gain  ,0.5,0.325873152549,1,1
0,178.716749218,0,0.5,0.5,Gain  ,Gain  ,0.5,0.178716749218,1,1
0,244.869195794,0,0.5,0.5,Gain  ,Gain  ,0.5,0.244869195794,1,1
0,338.878258222,0,0.5,0.5,Gain  ,Gain  ,0.5,0.338878258222,1,1
0,395.103622886,0,0.5,0.5,Gain  ,Gain  ,0.5,0.395103622886,1,1
0,466.111250977,0,0.5,0.5,Gain  ,Gain  ,0.5,0.466111250977,1,0
0,352.035899969,0,0.5,0.5,Gain  ,Gain  ,0.5,0.352035899969,1,1
0,236.616878686,0,0.5,0.5,Gain  ,Gain  ,0.5,0.236616878686,1,1
0,309.285865925,0,0.5,0.5,Gain  ,Gain  ,0.5,0.309285865925,1,1
0,273.989399585,0,0.5,0.5,Gain  ,Gain  ,0.5,0.273989399585,1,1
0,419.675960617,0,0.5,0.5,Gain  ,Gain  ,0.5,0.419675960617,1,0
0,346.023631623,0,0.5,0.5,Gain  ,Gain  ,0.5,0.346023631623,1,1
0,236.99651191,0,0.5,0.5,Gain  ,Gain  ,0.5,0.23699651191,1,1
0,322.288511606,0,0.5,0.5,Gain  ,Gain  ,0.5,0.322288511606,1,1
0,222.991926895,0,0.5,0.5,Gain  ,Gain  ,0.5,0.222991926895,1,1
0,358.082671116,0,0.5,0.5,Gain  ,Gain  ,0.5,0.358082671116,1,1
0,373.709314275,0,0.5,0.5,Gain  ,Gain  ,0.5,0.373709314275,1,1
0,250.402578272,0,0.5,0.5,Gain  ,Gain  ,0.5,0.250402578272,1,1
0,328.251234017,0,0.5,0.5,Gain  ,Gain  ,0.5,0.328251234017,1,1
0,260.702445137,0,0.5,0.5,Gain  ,Gain  ,0.5,0.260702445137,1,1
0,281.606251545,0,0.5,0.5,Gain  ,Gain  ,0.5,0.281606251545,1,1
0,290.461732187,0,0.5,0.5,Gain  ,Gain  ,0.5,0.290461732187,1,1
0,395.17025745,0,0.5,0.5,Gain  ,Gain  ,0.5,0.39517025745,1,1
0,236.794035591,0,0.5,0.5,Gain  ,Gain  ,0.5,0.236794035591,1,1
0,300.06637428,0,0.5,0.5,Gain  ,Gain  ,0.5,0.30006637428,1,1
0,346.237352597,0,0.5,0.5,Gain  ,Gain  ,0.5,0.346237352597,1,1
0,486.888012752,0,0.5,0.5,Gain  ,Gain  ,0.5,0.486888012752,1,0
0,332.68462534,0,0.5,0.5,Gain  ,Gain  ,0.5,0.33268462534,1,1
0,272.525491417,0,0.5,0.5,Gain  ,Gain  ,0.5,0.272525491417,1,1
