subj_idx,Trial,Response_Counterbalanced,CorrectResponse_Counterbalanced,rt,rt_sec,Accuracy,Accuracy_inTime,stim,Response_Type,Money_Amount
11014,59,1,1,198,0.198,1,1,Gain  ,Gain  ,1
11014,60,2,2,211,0.211,1,1,Cntrl ,Cntrl ,1
11014,61,1,1,362,0.362,1,1,Gain  ,Gain  ,1
11014,62,3,2,159,0.159,0,0,Cntrl ,NoLoss,1
11014,63,1,3,327,0.327,0,0,NoLoss,Gain  ,1
11014,64,1,2,314,0.314,0,0,Cntrl ,Gain  ,1
11014,65,1,3,253,0.253,0,0,NoLoss,Gain  ,1
11014,66,NA,1,0,0,0,0,Gain  ,NA   ,1
11014,67,3,3,406,0.406,1,0,NoLoss,NoLoss,1
11014,68,1,1,206,0.206,1,1,Gain  ,Gain  ,1
11014,69,3,2,234,0.234,0,0,Cntrl ,NoLoss,1
11014,70,1,1,361,0.361,1,1,Gain  ,Gain  ,1
11014,71,3,2,350,0.35,0,0,Cntrl ,NoLoss,1
11014,72,3,3,184,0.184,1,1,NoLoss,NoLoss,1
11014,73,1,1,264,0.264,1,1,Gain  ,Gain  ,1
11014,74,3,3,355,0.355,1,1,NoLoss,NoLoss,1
11014,75,1,2,215,0.215,0,0,Cntrl ,Gain  ,1
11014,76,3,3,314,0.314,1,1,NoLoss,NoLoss,1
11014,77,1,2,200,0.2,0,0,Cntrl ,Gain  ,1
11014,78,1,1,216,0.216,1,1,Gain  ,Gain  ,1
11014,79,3,2,203,0.203,0,0,Cntrl ,NoLoss,1
11014,80,3,1,202,0.202,0,0,Gain  ,NoLoss,1
11014,81,3,3,250,0.25,1,1,NoLoss,NoLoss,1
11014,82,1,2,252,0.252,0,0,Cntrl ,Gain  ,1
11014,83,1,1,199,0.199,1,1,Gain  ,Gain  ,1
11014,84,3,3,250,0.25,1,1,NoLoss,NoLoss,1
11014,85,1,1,345,0.345,1,1,Gain  ,Gain  ,1
11014,86,3,2,258,0.258,0,0,Cntrl ,NoLoss,1
11014,87,3,3,314,0.314,1,1,NoLoss,NoLoss,1
11014,88,1,1,166,0.166,1,1,Gain  ,Gain  ,1
11014,89,3,3,234,0.234,1,1,NoLoss,NoLoss,1
11014,90,2,2,199,0.199,1,1,Cntrl ,Cntrl ,1
11014,91,1,1,198,0.198,1,1,Gain  ,Gain  ,1
11014,92,3,2,235,0.235,0,0,Cntrl ,NoLoss,1
11014,93,3,3,328,0.328,1,1,NoLoss,NoLoss,1
11014,94,1,1,372,0.372,1,1,Gain  ,Gain  ,1
11014,95,1,3,218,0.218,0,0,NoLoss,Gain  ,1
11014,96,3,2,326,0.326,0,0,Cntrl ,NoLoss,1
11014,97,1,1,190,0.19,1,1,Gain  ,Gain  ,1
11014,98,3,2,489,0.489,0,0,Cntrl ,NoLoss,1
11014,99,3,3,243,0.243,1,1,NoLoss,NoLoss,1
11014,100,1,2,205,0.205,0,0,Cntrl ,Gain  ,1
11014,101,1,3,218,0.218,0,0,NoLoss,Gain  ,1
11014,102,1,1,183,0.183,1,1,Gain  ,Gain  ,1
11014,103,3,3,201,0.201,1,1,NoLoss,NoLoss,1
11014,104,2,1,197,0.197,0,0,Gain  ,Cntrl ,1
11014,105,3,2,299,0.299,0,0,Cntrl ,NoLoss,1
11014,106,1,1,196,0.196,1,1,Gain  ,Gain  ,1
11014,107,2,2,237,0.237,1,1,Cntrl ,Cntrl ,1
11014,108,1,3,231,0.231,0,0,NoLoss,Gain  ,1
11014,109,3,1,239,0.239,0,0,Gain  ,NoLoss,1
11014,110,1,3,441,0.441,0,0,NoLoss,Gain  ,1
11014,111,3,2,306,0.306,0,0,Cntrl ,NoLoss,1
11014,112,1,3,215,0.215,0,0,NoLoss,Gain  ,1
11014,113,1,2,280,0.28,0,0,Cntrl ,Gain  ,1
11014,114,1,1,217,0.217,1,1,Gain  ,Gain  ,1
11014,115,1,3,323,0.323,0,0,NoLoss,Gain  ,1
11014,116,3,1,232,0.232,0,0,Gain  ,NoLoss,1
11014,117,3,2,387,0.387,0,0,Cntrl ,NoLoss,1
11014,118,3,1,196,0.196,0,0,Gain  ,NoLoss,1
11014,119,1,2,234,0.234,0,0,Cntrl ,Gain  ,1
11014,120,1,3,217,0.217,0,0,NoLoss,Gain  ,1
11014,121,2,1,262,0.262,0,0,Gain  ,Cntrl ,1
11014,122,3,3,210,0.21,1,1,NoLoss,NoLoss,1
11014,123,2,2,492,0.492,1,0,Cntrl ,Cntrl ,1
11014,124,1,1,220,0.22,1,1,Gain  ,Gain  ,1
11014,125,2,3,435,0.435,0,0,NoLoss,Cntrl ,1
11014,126,1,2,345,0.345,0,0,Cntrl ,Gain  ,1
11014,127,1,3,225,0.225,0,0,NoLoss,Gain  ,1
11014,128,1,1,438,0.438,1,0,Gain  ,Gain  ,1
11014,129,3,2,265,0.265,0,0,Cntrl ,NoLoss,1
11014,130,1,1,259,0.259,1,1,Gain  ,Gain  ,1
11014,131,3,3,225,0.225,1,1,NoLoss,NoLoss,1
11014,132,1,2,265,0.265,0,0,Cntrl ,Gain  ,1
11014,133,3,3,306,0.306,1,1,NoLoss,NoLoss,1
11014,134,2,2,437,0.437,1,0,Cntrl ,Cntrl ,1
11014,135,1,1,223,0.223,1,1,Gain  ,Gain  ,1
11014,136,3,3,277,0.277,1,1,NoLoss,NoLoss,1
11014,137,2,2,237,0.237,1,1,Cntrl ,Cntrl ,1
11014,138,1,1,288,0.288,1,1,Gain  ,Gain  ,1
11014,139,3,3,321,0.321,1,1,NoLoss,NoLoss,1
11014,140,2,1,228,0.228,0,0,Gain  ,Cntrl ,1
11014,141,3,2,250,0.25,0,0,Cntrl ,NoLoss,1
11014,142,1,1,210,0.21,1,1,Gain  ,Gain  ,1
11014,143,3,2,201,0.201,0,0,Cntrl ,NoLoss,1
11014,144,3,3,314,0.314,1,1,NoLoss,NoLoss,1
11014,145,1,2,236,0.236,0,0,Cntrl ,Gain  ,1
11014,146,1,1,192,0.192,1,1,Gain  ,Gain  ,1
11014,147,3,3,284,0.284,1,1,NoLoss,NoLoss,1
11014,148,1,2,176,0.176,0,0,Cntrl ,Gain  ,1
11014,149,1,1,191,0.191,1,1,Gain  ,Gain  ,1
11014,150,3,3,210,0.21,1,1,NoLoss,NoLoss,1
11014,151,1,2,310,0.31,0,0,Cntrl ,Gain  ,1
11014,152,3,1,205,0.205,0,0,Gain  ,NoLoss,1
11014,153,3,3,273,0.273,1,1,NoLoss,NoLoss,1
11014,154,1,2,183,0.183,0,0,Cntrl ,Gain  ,1
11014,155,3,1,261,0.261,0,0,Gain  ,NoLoss,1
11014,156,3,3,203,0.203,1,1,NoLoss,NoLoss,1
11014,157,1,1,275,0.275,1,1,Gain  ,Gain  ,1
11014,158,3,2,240,0.24,0,0,Cntrl ,NoLoss,1
11014,159,1,3,232,0.232,0,0,NoLoss,Gain  ,1
11014,160,1,1,107,0.107,1,1,Gain  ,Gain  ,1
11014,161,2,2,308,0.308,1,1,Cntrl ,Cntrl ,1
11014,162,3,3,211,0.211,1,1,NoLoss,NoLoss,1
11014,163,2,2,351,0.351,1,1,Cntrl ,Cntrl ,1
11014,164,1,1,342,0.342,1,1,Gain  ,Gain  ,1
11014,165,3,3,223,0.223,1,1,NoLoss,NoLoss,1
11014,166,1,1,421,0.421,1,0,Gain  ,Gain  ,1
11014,167,3,2,189,0.189,0,0,Cntrl ,NoLoss,1
11014,168,3,3,289,0.289,1,1,NoLoss,NoLoss,1
11014,169,1,2,210,0.21,0,0,Cntrl ,Gain  ,1
11014,170,1,3,226,0.226,0,0,NoLoss,Gain  ,1
11014,171,1,1,358,0.358,1,1,Gain  ,Gain  ,1
11014,172,3,2,201,0.201,0,0,Cntrl ,NoLoss,1
11014,173,3,3,205,0.205,1,1,NoLoss,NoLoss,1
11014,174,1,1,209,0.209,1,1,Gain  ,Gain  ,1
11014,175,3,2,342,0.342,0,0,Cntrl ,NoLoss,1
11014,176,1,1,132,0.132,1,1,Gain  ,Gain  ,1
11014,177,3,3,376,0.376,1,1,NoLoss,NoLoss,1
11014,178,1,2,190,0.19,0,0,Cntrl ,Gain  ,1
11014,179,1,3,166,0.166,0,0,NoLoss,Gain  ,1
11014,180,1,1,413,0.413,1,0,Gain  ,Gain  ,1
14016,1,NA,2,0,0,0,0,Cntrl ,NA   ,0.5
14016,2,1,1,348,0.348,1,1,NoLoss,NoLoss,0.5
14016,3,3,3,211,0.211,1,1,Gain  ,Gain  ,0.5
14016,4,2,2,465,0.465,1,0,Cntrl ,Cntrl ,0.5
14016,5,3,3,325,0.325,1,1,Gain  ,Gain  ,0.5
14016,6,NA,1,0,0,0,0,NoLoss,NA   ,0.5
14016,7,NA,3,0,0,0,0,Gain  ,NA   ,0.5
14016,8,1,1,334,0.334,1,1,NoLoss,NoLoss,0.5
14016,9,2,2,310,0.31,1,1,Cntrl ,Cntrl ,0.5
14016,10,3,3,260,0.26,1,1,Gain  ,Gain  ,0.5
14016,11,1,1,262,0.262,1,1,NoLoss,NoLoss,0.5
14016,12,2,2,224,0.224,1,1,Cntrl ,Cntrl ,0.5
14016,13,1,1,329,0.329,1,1,NoLoss,NoLoss,0.5
14016,14,3,2,225,0.225,0,0,Cntrl ,Gain  ,0.5
14016,15,3,3,232,0.232,1,1,Gain  ,Gain  ,0.5
14016,16,2,2,453,0.453,1,0,Cntrl ,Cntrl ,0.5
14016,17,1,1,253,0.253,1,1,NoLoss,NoLoss,0.5
14016,18,3,3,340,0.34,1,1,Gain  ,Gain  ,0.5
14016,19,2,2,367,0.367,1,1,Cntrl ,Cntrl ,0.5
14016,20,1,1,316,0.316,1,1,NoLoss,NoLoss,0.5
14016,21,3,3,289,0.289,1,1,Gain  ,Gain  ,0.5
14016,22,2,2,261,0.261,1,1,Cntrl ,Cntrl ,0.5
14016,23,1,1,315,0.315,1,1,NoLoss,NoLoss,0.5
14016,24,2,3,485,0.485,0,0,Gain  ,Cntrl ,0.5
14016,25,1,1,353,0.353,1,1,NoLoss,NoLoss,0.5
14016,26,3,3,347,0.347,1,1,Gain  ,Gain  ,0.5
14016,27,2,2,493,0.493,1,0,Cntrl ,Cntrl ,0.5
14016,28,1,1,219,0.219,1,1,NoLoss,NoLoss,0.5
14016,29,3,3,326,0.326,1,1,Gain  ,Gain  ,0.5
14016,30,2,2,272,0.272,1,1,Cntrl ,Cntrl ,0.5
14016,31,1,3,385,0.385,0,0,Gain  ,NoLoss,0.5
14016,32,1,1,301,0.301,1,1,NoLoss,NoLoss,0.5
14016,33,NA,2,0,0,0,0,Cntrl ,NA   ,0.5
14016,34,3,3,243,0.243,1,1,Gain  ,Gain  ,0.5
14016,35,NA,1,0,0,0,0,NoLoss,NA   ,0.5
14016,36,3,2,449,0.449,0,0,Cntrl ,Gain  ,0.5
14016,37,3,3,242,0.242,1,1,Gain  ,Gain  ,0.5
14016,38,1,1,255,0.255,1,1,NoLoss,NoLoss,0.5
14016,39,2,2,362,0.362,1,1,Cntrl ,Cntrl ,0.5
14016,40,NA,1,0,0,0,0,NoLoss,NA   ,0.5
14016,41,2,2,456,0.456,1,0,Cntrl ,Cntrl ,0.5
14016,42,3,3,214,0.214,1,1,Gain  ,Gain  ,0.5
14016,43,NA,2,0,0,0,0,Cntrl ,NA   ,0.5
14016,44,1,1,255,0.255,1,1,NoLoss,NoLoss,0.5
14016,45,3,3,353,0.353,1,1,Gain  ,Gain  ,0.5
14016,46,1,1,426,0.426,1,0,NoLoss,NoLoss,0.5
14016,47,2,2,341,0.341,1,1,Cntrl ,Cntrl ,0.5
14016,48,3,3,249,0.249,1,1,Gain  ,Gain  ,0.5
14016,49,1,1,277,0.277,1,1,NoLoss,NoLoss,0.5
14016,50,1,3,354,0.354,0,0,Gain  ,NoLoss,0.5
14016,51,2,2,395,0.395,1,1,Cntrl ,Cntrl ,0.5
14016,52,1,1,247,0.247,1,1,NoLoss,NoLoss,0.5
14016,53,3,3,232,0.232,1,1,Gain  ,Gain  ,0.5
14016,54,2,2,385,0.385,1,1,Cntrl ,Cntrl ,0.5
14016,55,1,1,238,0.238,1,1,NoLoss,NoLoss,0.5
14016,56,3,3,329,0.329,1,1,Gain  ,Gain  ,0.5
14016,57,2,2,241,0.241,1,1,Cntrl ,Cntrl ,0.5
14016,58,3,3,322,0.322,1,1,Gain  ,Gain  ,0.5
14016,59,2,2,375,0.375,1,1,Cntrl ,Cntrl ,0.5
14016,60,1,1,187,0.187,1,1,NoLoss,NoLoss,0.5
14016,61,2,2,302,0.302,1,1,Cntrl ,Cntrl ,0.5
14016,62,3,3,358,0.358,1,1,Gain  ,Gain  ,0.5
14016,63,NA,1,0,0,0,0,NoLoss,NA   ,0.5
14016,64,3,3,364,0.364,1,1,Gain  ,Gain  ,0.5
14016,65,2,2,272,0.272,1,1,Cntrl ,Cntrl ,0.5
14016,66,1,1,243,0.243,1,1,NoLoss,NoLoss,0.5
14016,67,3,2,342,0.342,0,0,Cntrl ,Gain  ,0.5
14016,68,3,3,269,0.269,1,1,Gain  ,Gain  ,0.5
14016,69,1,1,295,0.295,1,1,NoLoss,NoLoss,0.5
14016,70,2,2,374,0.374,1,1,Cntrl ,Cntrl ,0.5
14016,71,NA,3,0,0,0,0,Gain  ,NA   ,0.5
14016,72,1,1,218,0.218,1,1,NoLoss,NoLoss,0.5
14016,73,2,2,330,0.33,1,1,Cntrl ,Cntrl ,0.5
14016,74,3,1,269,0.269,0,0,NoLoss,Gain  ,0.5
14016,75,3,3,436,0.436,1,0,Gain  ,Gain  ,0.5
14016,76,2,2,410,0.41,1,0,Cntrl ,Cntrl ,0.5
14016,77,1,1,253,0.253,1,1,NoLoss,NoLoss,0.5
14016,78,3,3,275,0.275,1,1,Gain  ,Gain  ,0.5
14016,79,1,1,330,0.33,1,1,NoLoss,NoLoss,0.5
14016,80,3,3,320,0.32,1,1,Gain  ,Gain  ,0.5
14016,81,NA,2,0,0,0,0,Cntrl ,NA   ,0.5
14016,82,2,3,357,0.357,0,0,Gain  ,Cntrl ,0.5
14016,83,2,2,457,0.457,1,0,Cntrl ,Cntrl ,0.5
14016,84,1,1,284,0.284,1,1,NoLoss,NoLoss,0.5
14016,85,3,3,234,0.234,1,1,Gain  ,Gain  ,0.5
14016,86,2,2,413,0.413,1,0,Cntrl ,Cntrl ,0.5
14016,87,1,1,477,0.477,1,0,NoLoss,NoLoss,0.5
14016,88,2,2,498,0.498,1,0,Cntrl ,Cntrl ,0.5
14016,89,1,1,430,0.43,1,0,NoLoss,NoLoss,0.5
14016,90,3,3,298,0.298,1,1,Gain  ,Gain  ,0.5
14016,91,1,1,256,0.256,1,1,NoLoss,NoLoss,0.5
14016,92,3,3,355,0.355,1,1,Gain  ,Gain  ,0.5
14016,93,2,2,387,0.387,1,1,Cntrl ,Cntrl ,0.5
14016,94,1,1,256,0.256,1,1,NoLoss,NoLoss,0.5
14016,95,3,3,301,0.301,1,1,Gain  ,Gain  ,0.5
14016,96,2,2,379,0.379,1,1,Cntrl ,Cntrl ,0.5
14016,97,3,3,299,0.299,1,1,Gain  ,Gain  ,0.5
14016,98,1,1,290,0.29,1,1,NoLoss,NoLoss,0.5
14016,99,2,2,250,0.25,1,1,Cntrl ,Cntrl ,0.5
14016,100,3,3,259,0.259,1,1,Gain  ,Gain  ,0.5
14016,101,1,2,387,0.387,0,0,Cntrl ,NoLoss,0.5
14016,102,1,1,195,0.195,1,1,NoLoss,NoLoss,0.5
14016,103,3,3,230,0.23,1,1,Gain  ,Gain  ,0.5
14016,104,2,1,280,0.28,0,0,NoLoss,Cntrl ,0.5
14016,105,2,2,221,0.221,1,1,Cntrl ,Cntrl ,0.5
14016,106,1,1,350,0.35,1,1,NoLoss,NoLoss,0.5
14016,107,2,2,414,0.414,1,0,Cntrl ,Cntrl ,0.5
14016,108,3,3,226,0.226,1,1,Gain  ,Gain  ,0.5
14016,109,1,1,266,0.266,1,1,NoLoss,NoLoss,0.5
14016,110,2,2,315,0.315,1,1,Cntrl ,Cntrl ,0.5
14016,111,3,3,229,0.229,1,1,Gain  ,Gain  ,0.5
14016,112,2,2,344,0.344,1,1,Cntrl ,Cntrl ,0.5
14016,113,1,3,278,0.278,0,0,Gain  ,NoLoss,0.5
14016,114,1,1,252,0.252,1,1,NoLoss,NoLoss,0.5
14016,115,2,2,278,0.278,1,1,Cntrl ,Cntrl ,0.5
14016,116,1,1,426,0.426,1,0,NoLoss,NoLoss,0.5
14016,117,3,3,229,0.229,1,1,Gain  ,Gain  ,0.5
14016,118,2,2,365,0.365,1,1,Cntrl ,Cntrl ,0.5
14016,119,1,1,323,0.323,1,1,NoLoss,NoLoss,0.5
14016,120,3,3,426,0.426,1,0,Gain  ,Gain  ,0.5
14016,121,2,2,244,0.244,1,1,Cntrl ,Cntrl ,0.5
14016,122,1,1,308,0.308,1,1,NoLoss,NoLoss,0.5
14016,123,3,3,244,0.244,1,1,Gain  ,Gain  ,0.5
14016,124,3,1,385,0.385,0,0,NoLoss,Gain  ,0.5
14016,125,3,3,321,0.321,1,1,Gain  ,Gain  ,0.5
14016,126,2,2,356,0.356,1,1,Cntrl ,Cntrl ,0.5
14016,127,3,3,312,0.312,1,1,Gain  ,Gain  ,0.5
14016,128,1,1,311,0.311,1,1,NoLoss,NoLoss,0.5
14016,129,2,2,303,0.303,1,1,Cntrl ,Cntrl ,0.5
14016,130,1,1,340,0.34,1,1,NoLoss,NoLoss,0.5
14016,131,3,2,386,0.386,0,0,Cntrl ,Gain  ,0.5
14016,132,3,3,232,0.232,1,1,Gain  ,Gain  ,0.5
14016,133,2,2,410,0.41,1,0,Cntrl ,Cntrl ,0.5
14016,134,2,1,342,0.342,0,0,NoLoss,Cntrl ,0.5
14016,135,3,3,290,0.29,1,1,Gain  ,Gain  ,0.5
14016,136,2,2,284,0.284,1,1,Cntrl ,Cntrl ,0.5
14016,137,3,3,376,0.376,1,1,Gain  ,Gain  ,0.5
14016,138,1,1,224,0.224,1,1,NoLoss,NoLoss,0.5
14016,139,1,3,451,0.451,0,0,Gain  ,NoLoss,0.5
14016,140,2,2,285,0.285,1,1,Cntrl ,Cntrl ,0.5
14016,141,1,1,269,0.269,1,1,NoLoss,NoLoss,0.5
14016,142,2,2,437,0.437,1,0,Cntrl ,Cntrl ,0.5
14016,143,3,3,226,0.226,1,1,Gain  ,Gain  ,0.5
14016,144,1,1,349,0.349,1,1,NoLoss,NoLoss,0.5
14016,145,3,3,374,0.374,1,1,Gain  ,Gain  ,0.5
14016,146,1,1,356,0.356,1,1,NoLoss,NoLoss,0.5
14016,147,2,2,263,0.263,1,1,Cntrl ,Cntrl ,0.5
14016,148,3,3,238,0.238,1,1,Gain  ,Gain  ,0.5
14016,149,2,2,353,0.353,1,1,Cntrl ,Cntrl ,0.5
14016,150,1,1,251,0.251,1,1,NoLoss,NoLoss,0.5
14016,151,3,3,230,0.23,1,1,Gain  ,Gain  ,0.5
14016,152,1,1,326,0.326,1,1,NoLoss,NoLoss,0.5
14016,153,2,2,313,0.313,1,1,Cntrl ,Cntrl ,0.5
14016,154,3,3,271,0.271,1,1,Gain  ,Gain  ,0.5
14016,155,2,2,327,0.327,1,1,Cntrl ,Cntrl ,0.5
14016,156,1,1,250,0.25,1,1,NoLoss,NoLoss,0.5
14016,157,2,2,383,0.383,1,1,Cntrl ,Cntrl ,0.5
14016,158,3,3,225,0.225,1,1,Gain  ,Gain  ,0.5
14016,159,1,1,455,0.455,1,0,NoLoss,NoLoss,0.5
14016,160,1,2,376,0.376,0,0,Cntrl ,NoLoss,0.5
14016,161,3,3,197,0.197,1,1,Gain  ,Gain  ,0.5
14016,162,1,1,246,0.246,1,1,NoLoss,NoLoss,0.5
14016,163,2,2,269,0.269,1,1,Cntrl ,Cntrl ,0.5
14016,164,3,3,290,0.29,1,1,Gain  ,Gain  ,0.5
14016,165,1,1,426,0.426,1,0,NoLoss,NoLoss,0.5
14016,166,2,2,332,0.332,1,1,Cntrl ,Cntrl ,0.5
14016,167,3,3,273,0.273,1,1,Gain  ,Gain  ,0.5
14016,168,1,1,383,0.383,1,1,NoLoss,NoLoss,0.5
14016,169,2,3,401,0.401,0,0,Gain  ,Cntrl ,0.5
14016,170,1,1,373,0.373,1,1,NoLoss,NoLoss,0.5
14016,171,2,2,461,0.461,1,0,Cntrl ,Cntrl ,0.5
14016,172,3,3,224,0.224,1,1,Gain  ,Gain  ,0.5
14016,173,2,2,324,0.324,1,1,Cntrl ,Cntrl ,0.5
14016,174,1,1,261,0.261,1,1,NoLoss,NoLoss,0.5
14016,175,3,2,337,0.337,0,0,Cntrl ,Gain  ,0.5
14016,176,2,1,391,0.391,0,0,NoLoss,Cntrl ,0.5
14016,177,3,3,213,0.213,1,1,Gain  ,Gain  ,0.5
14016,178,1,1,274,0.274,1,1,NoLoss,NoLoss,0.5
14016,179,2,3,268,0.268,0,0,Gain  ,Cntrl ,0.5
14016,180,2,2,382,0.382,1,1,Cntrl ,Cntrl ,0.5
15015,1,NA,3,0,0,0,0,NoLoss,NA   ,1
15015,2,2,2,432,0.432,1,0,Cntrl ,Cntrl ,1
15015,3,1,1,253,0.253,1,1,Gain  ,Gain  ,1
15015,4,2,2,403,0.403,1,0,Cntrl ,Cntrl ,1
15015,5,1,1,407,0.407,1,0,Gain  ,Gain  ,1
15015,6,3,3,459,0.459,1,0,NoLoss,NoLoss,1
15015,7,1,1,245,0.245,1,1,Gain  ,Gain  ,1
15015,8,3,3,266,0.266,1,1,NoLoss,NoLoss,1
15015,9,2,2,248,0.248,1,1,Cntrl ,Cntrl ,1
15015,10,1,1,228,0.228,1,1,Gain  ,Gain  ,1
15015,11,2,2,453,0.453,1,0,Cntrl ,Cntrl ,1
15015,12,3,3,247,0.247,1,1,NoLoss,NoLoss,1
15015,13,1,1,357,0.357,1,1,Gain  ,Gain  ,1
15015,14,2,3,337,0.337,0,0,NoLoss,Cntrl ,1
15015,15,2,2,370,0.37,1,1,Cntrl ,Cntrl ,1
15015,16,1,1,357,0.357,1,1,Gain  ,Gain  ,1
15015,17,3,3,309,0.309,1,1,NoLoss,NoLoss,1
15015,18,2,2,313,0.313,1,1,Cntrl ,Cntrl ,1
15015,19,1,1,345,0.345,1,1,Gain  ,Gain  ,1
15015,20,3,3,292,0.292,1,1,NoLoss,NoLoss,1
15015,21,2,2,317,0.317,1,1,Cntrl ,Cntrl ,1
15015,22,1,1,397,0.397,1,1,Gain  ,Gain  ,1
15015,23,3,2,251,0.251,0,0,Cntrl ,NoLoss,1
15015,24,3,3,294,0.294,1,1,NoLoss,NoLoss,1
15015,25,1,1,251,0.251,1,1,Gain  ,Gain  ,1
15015,26,3,3,343,0.343,1,1,NoLoss,NoLoss,1
15015,27,1,2,445,0.445,0,0,Cntrl ,Gain  ,1
15015,28,1,1,259,0.259,1,1,Gain  ,Gain  ,1
15015,29,3,3,239,0.239,1,1,NoLoss,NoLoss,1
15015,30,2,2,297,0.297,1,1,Cntrl ,Cntrl ,1
15015,31,3,3,435,0.435,1,0,NoLoss,NoLoss,1
15015,32,1,1,240,0.24,1,1,Gain  ,Gain  ,1
15015,33,2,2,414,0.414,1,0,Cntrl ,Cntrl ,1
15015,34,1,1,366,0.366,1,1,Gain  ,Gain  ,1
15015,35,2,2,437,0.437,1,0,Cntrl ,Cntrl ,1
15015,36,3,3,249,0.249,1,1,NoLoss,NoLoss,1
15015,37,2,2,385,0.385,1,1,Cntrl ,Cntrl ,1
15015,38,3,3,371,0.371,1,1,NoLoss,NoLoss,1
15015,39,1,1,277,0.277,1,1,Gain  ,Gain  ,1
15015,40,2,2,285,0.285,1,1,Cntrl ,Cntrl ,1
15015,41,1,1,398,0.398,1,1,Gain  ,Gain  ,1
15015,42,3,3,292,0.292,1,1,NoLoss,NoLoss,1
15015,43,2,2,433,0.433,1,0,Cntrl ,Cntrl ,1
15015,44,1,1,259,0.259,1,1,Gain  ,Gain  ,1
15015,45,NA,3,0,0,0,0,NoLoss,NA   ,1
15015,46,1,1,466,0.466,1,0,Gain  ,Gain  ,1
15015,47,2,2,315,0.315,1,1,Cntrl ,Cntrl ,1
15015,48,3,3,348,0.348,1,1,NoLoss,NoLoss,1
15015,49,2,2,394,0.394,1,1,Cntrl ,Cntrl ,1
15015,50,1,1,344,0.344,1,1,Gain  ,Gain  ,1
15015,51,3,3,350,0.35,1,1,NoLoss,NoLoss,1
15015,52,2,2,394,0.394,1,1,Cntrl ,Cntrl ,1
15015,53,3,3,291,0.291,1,1,NoLoss,NoLoss,1
15015,54,1,1,272,0.272,1,1,Gain  ,Gain  ,1
15015,55,3,3,326,0.326,1,1,NoLoss,NoLoss,1
15015,56,NA,1,0,0,0,0,Gain  ,NA   ,1
15015,57,3,2,308,0.308,0,0,Cntrl ,NoLoss,1
15015,58,3,3,350,0.35,1,1,NoLoss,NoLoss,1
15015,59,1,1,245,0.245,1,1,Gain  ,Gain  ,1
15015,60,2,2,414,0.414,1,0,Cntrl ,Cntrl ,1
15015,61,3,3,336,0.336,1,1,NoLoss,NoLoss,1
15015,62,1,1,257,0.257,1,1,Gain  ,Gain  ,1
15015,63,2,2,254,0.254,1,1,Cntrl ,Cntrl ,1
15015,64,1,1,249,0.249,1,1,Gain  ,Gain  ,1
15015,65,2,2,401,0.401,1,0,Cntrl ,Cntrl ,1
15015,66,3,3,303,0.303,1,1,NoLoss,NoLoss,1
15015,67,1,2,376,0.376,0,0,Cntrl ,Gain  ,1
15015,68,1,1,261,0.261,1,1,Gain  ,Gain  ,1
15015,69,NA,3,0,0,0,0,NoLoss,NA   ,1
15015,70,1,1,377,0.377,1,1,Gain  ,Gain  ,1
15015,71,2,2,385,0.385,1,1,Cntrl ,Cntrl ,1
15015,72,3,3,308,0.308,1,1,NoLoss,NoLoss,1
15015,73,1,1,194,0.194,1,1,Gain  ,Gain  ,1
15015,74,3,3,290,0.29,1,1,NoLoss,NoLoss,1
15015,75,2,2,306,0.306,1,1,Cntrl ,Cntrl ,1
15015,76,NA,1,0,0,0,0,Gain  ,NA   ,1
15015,77,3,3,337,0.337,1,1,NoLoss,NoLoss,1
15015,78,2,2,320,0.32,1,1,Cntrl ,Cntrl ,1
15015,79,3,3,382,0.382,1,1,NoLoss,NoLoss,1
15015,80,1,1,271,0.271,1,1,Gain  ,Gain  ,1
15015,81,2,2,261,0.261,1,1,Cntrl ,Cntrl ,1
15015,82,3,3,291,0.291,1,1,NoLoss,NoLoss,1
15015,83,NA,2,0,0,0,0,Cntrl ,NA   ,1
15015,84,1,1,257,0.257,1,1,Gain  ,Gain  ,1
15015,85,2,2,412,0.412,1,0,Cntrl ,Cntrl ,1
15015,86,3,3,302,0.302,1,1,NoLoss,NoLoss,1
15015,87,1,1,265,0.265,1,1,Gain  ,Gain  ,1
15015,88,2,2,315,0.315,1,1,Cntrl ,Cntrl ,1
15015,89,1,1,265,0.265,1,1,Gain  ,Gain  ,1
15015,90,2,3,477,0.477,0,0,NoLoss,Cntrl ,1
15015,91,3,1,350,0.35,0,0,Gain  ,NoLoss,1
15015,92,3,3,302,0.302,1,1,NoLoss,NoLoss,1
15015,93,2,2,336,0.336,1,1,Cntrl ,Cntrl ,1
15015,94,3,3,494,0.494,1,0,NoLoss,NoLoss,1
15015,95,1,1,237,0.237,1,1,Gain  ,Gain  ,1
15015,96,2,2,410,0.41,1,0,Cntrl ,Cntrl ,1
15015,97,1,1,445,0.445,1,0,Gain  ,Gain  ,1
15015,98,3,3,387,0.387,1,1,NoLoss,NoLoss,1
15015,99,2,2,341,0.341,1,1,Cntrl ,Cntrl ,1
15015,100,3,3,403,0.403,1,0,NoLoss,NoLoss,1
15015,101,3,2,319,0.319,0,0,Cntrl ,NoLoss,1
15015,102,1,1,297,0.297,1,1,Gain  ,Gain  ,1
