Response_Code,rt,stim_Code,gainVal,lossVal,Response_Type,stim,Money_Amount,rt_sec,Accuracy,Accuracy_inTime
0,352.170668006,0,0.5,0.5,Gain  ,Gain  ,0.5,0.352170668006,1,1
0,297.655154115,0,0.5,0.5,Gain  ,Gain  ,0.5,0.297655154115,1,1
0,254.371805098,0,0.5,0.5,Gain  ,Gain  ,0.5,0.254371805098,1,1
0,359.113083148,0,0.5,0.5,Gain  ,Gain  ,0.5,0.359113083148,1,1
0,439.889724114,0,0.5,0.5,Gain  ,Gain  ,0.5,0.439889724114,1,0
0,228.216326638,0,0.5,0.5,Gain  ,Gain  ,0.5,0.228216326638,1,1
0,428.304945689,0,0.5,0.5,Gain  ,Gain  ,0.5,0.428304945689,1,0
0,310.825165042,0,0.5,0.5,Gain  ,Gain  ,0.5,0.310825165042,1,1
0,328.095408364,0,0.5,0.5,Gain  ,Gain  ,0.5,0.328095408364,1,1
0,356.365966987,0,0.5,0.5,Gain  ,Gain  ,0.5,0.356365966987,1,1
0,257.793743446,0,0.5,0.5,Gain  ,Gain  ,0.5,0.257793743446,1,1
0,481.137710222,0,0.5,0.5,Gain  ,Gain  ,0.5,0.481137710222,1,0
0,298.981008942,0,0.5,0.5,Gain  ,Gain  ,0.5,0.298981008942,1,1
0,245.033183642,0,0.5,0.5,Gain  ,Gain  ,0.5,0.245033183642,1,1
0,167.906525441,0,0.5,0.5,Gain  ,Gain  ,0.5,0.167906525441,1,1
0,341.415524844,0,0.5,0.5,Gain  ,Gain  ,0.5,0.341415524844,1,1
0,297.056522975,0,0.5,0.5,Gain  ,Gain  ,0.5,0.297056522975,1,1
0,319.184783974,0,0.5,0.5,Gain  ,Gain  ,0.5,0.319184783974,1,1
0,330.798875736,0,0.5,0.5,Gain  ,Gain  ,0.5,0.330798875736,1,1
0,322.646915741,0,0.5,0.5,Gain  ,Gain  ,0.5,0.322646915741,1,1
0,241.113330883,0,0.5,0.5,Gain  ,Gain  ,0.5,0.241113330883,1,1
0,308.372713073,0,0.5,0.5,Gain  ,Gain  ,0.5,0.308372713073,1,1
0,421.546000979,0,0.5,0.5,Gain  ,Gain  ,0.5,0.421546000979,1,0
0,447.066504134,0,0.5,0.5,Gain  ,Gain  ,0.5,0.447066504134,1,0
0,367.806945522,0,0.5,0.5,Gain  ,Gain  ,0.5,0.367806945522,1,1
0,355.618654578,0,0.5,0.5,Gain  ,Gain  ,0.5,0.355618654578,1,1
0,391.133909499,0,0.5,0.5,Gain  ,Gain  ,0.5,0.391133909499,1,1
0,261.232342173,0,0.5,0.5,Gain  ,Gain  ,0.5,0.261232342173,1,1
0,362.497163067,0,0.5,0.5,Gain  ,Gain  ,0.5,0.362497163067,1,1
0,251.798702283,0,0.5,0.5,Gain  ,Gain  ,0.5,0.251798702283,1,1
0,455.298419947,0,0.5,0.5,Gain  ,Gain  ,0.5,0.455298419947,1,0
