subj_idx,Trial,rt,gainVal,lossVal,cntrlVal,Accuracy,Accuracy_inTime,stim,Response_Type,Money_Amount,rt_sec
19017,10,154,1,1,0,0,0,Cntrl ,Gain  ,1,0.154
19017,12,496,1,1,0,1,0,NoLoss,NoLoss,1,0.496
19017,14,38,1,1,0,1,1,Gain  ,Gain  ,1,0.038
19017,16,139,1,1,0,0,0,Cntrl ,Gain  ,1,0.139
19017,18,124,1,1,0,1,1,Gain  ,Gain  ,1,0.124
19017,20,110,1,1,0,0,0,NoLoss,Gain  ,1,0.11
19017,22,234,1,1,0,0,0,Cntrl ,Gain  ,1,0.234
19017,24,85,1,1,0,1,1,Gain  ,Gain  ,1,0.085
19017,26,19,1,1,0,1,1,Gain  ,Gain  ,1,0.019
19017,28,31,1,1,0,0,0,Gain  ,NoLoss,1,0.031
19017,30,91,1,1,0,0,0,NoLoss,Gain  ,1,0.091
19017,32,63,1,1,0,0,0,NoLoss,Gain  ,1,0.063
19017,34,30,1,1,0,0,0,NoLoss,Gain  ,1,0.03
19017,36,121,1,1,0,0,0,Cntrl ,Gain  ,1,0.121
19017,38,14,1,1,0,0,0,Cntrl ,Gain  ,1,0.014
19017,40,11,1,1,0,0,0,Cntrl ,NoLoss,1,0.011
19017,42,112,1,1,0,0,0,NoLoss,Gain  ,1,0.112
19017,44,58,1,1,0,1,1,NoLoss,NoLoss,1,0.058
19017,46,89,1,1,0,0,0,NoLoss,Gain  ,1,0.089
19017,48,236,1,1,0,1,1,Gain  ,Gain  ,1,0.236
19017,50,59,1,1,0,0,0,Gain  ,NoLoss,1,0.059
19017,52,72,1,1,0,1,1,Gain  ,Gain  ,1,0.072
19017,54,157,1,1,0,0,0,NoLoss,Gain  ,1,0.157
19017,56,40,1,1,0,0,0,NoLoss,Gain  ,1,0.04
19017,58,147,1,1,0,0,0,NoLoss,Gain  ,1,0.147
19017,60,173,1,1,0,1,1,Gain  ,Gain  ,1,0.173
19017,62,100,1,1,0,0,0,Cntrl ,Gain  ,1,0.1
19017,64,86,1,1,0,0,0,NoLoss,Gain  ,1,0.086
19017,66,0,1,1,0,0,0,Cntrl ,NA   ,1,0
19017,68,41,1,1,0,0,0,Cntrl ,NoLoss,1,0.041
19017,70,101,1,1,0,0,0,Cntrl ,NoLoss,1,0.101
19017,72,126,1,1,0,1,1,NoLoss,NoLoss,1,0.126
19017,74,94,1,1,0,1,1,Gain  ,Gain  ,1,0.094
19017,76,79,1,1,0,0,0,Cntrl ,Gain  ,1,0.079
19017,78,127,1,1,0,1,1,Gain  ,Gain  ,1,0.127
19017,80,233,1,1,0,0,0,Cntrl ,Gain  ,1,0.233
19017,82,3,1,1,0,1,1,NoLoss,NoLoss,1,0.003
19017,84,3,1,1,0,0,0,Cntrl ,Gain  ,1,0.003
19017,86,138,1,1,0,1,1,Gain  ,Gain  ,1,0.138
19017,88,20,1,1,0,1,1,NoLoss,NoLoss,1,0.02
19017,90,10,1,1,0,1,1,Gain  ,Gain  ,1,0.01
19017,92,61,1,1,0,1,1,NoLoss,NoLoss,1,0.061
19017,94,30,1,1,0,0,0,NoLoss,Gain  ,1,0.03
19017,96,175,1,1,0,0,0,Cntrl ,Gain  ,1,0.175
19017,98,67,1,1,0,0,0,Cntrl ,Gain  ,1,0.067
19017,100,65,1,1,0,1,1,NoLoss,NoLoss,1,0.065
19017,102,140,1,1,0,0,0,Cntrl ,Gain  ,1,0.14
19017,104,45,1,1,0,0,0,Cntrl ,Gain  ,1,0.045
19017,106,65,1,1,0,0,0,Cntrl ,NoLoss,1,0.065
19017,108,54,1,1,0,1,1,Gain  ,Gain  ,1,0.054
19017,110,142,1,1,0,0,0,Cntrl ,Gain  ,1,0.142
19017,112,103,1,1,0,0,0,Cntrl ,NoLoss,1,0.103
19017,114,53,1,1,0,1,1,NoLoss,NoLoss,1,0.053
19017,116,10,1,1,0,0,0,NoLoss,Gain  ,1,0.01
19017,118,113,1,1,0,0,0,Cntrl ,NoLoss,1,0.113
19017,120,160,1,1,0,1,1,Gain  ,Gain  ,1,0.16
19017,122,102,1,1,0,1,1,NoLoss,NoLoss,1,0.102
19017,124,6,1,1,0,1,1,NoLoss,NoLoss,1,0.006
19017,126,101,1,1,0,0,0,Cntrl ,Gain  ,1,0.101
19017,128,98,1,1,0,0,0,Cntrl ,NoLoss,1,0.098
19017,130,136,1,1,0,0,0,Cntrl ,Gain  ,1,0.136
19017,132,62,1,1,0,1,1,NoLoss,NoLoss,1,0.062
19017,134,5,1,1,0,0,0,NoLoss,Gain  ,1,0.005
19017,136,5,1,1,0,0,0,NoLoss,Gain  ,1,0.005
19017,138,28,1,1,0,0,0,Cntrl ,NoLoss,1,0.028
19017,140,87,1,1,0,0,0,Cntrl ,Gain  ,1,0.087
19017,142,70,1,1,0,0,0,NoLoss,Gain  ,1,0.07
19017,144,191,1,1,0,1,1,Gain  ,Gain  ,1,0.191
19017,146,91,1,1,0,1,1,Gain  ,Gain  ,1,0.091
19017,148,27,1,1,0,0,0,Gain  ,NoLoss,1,0.027
19017,150,156,1,1,0,0,0,NoLoss,Gain  ,1,0.156
19017,152,11,1,1,0,1,1,NoLoss,NoLoss,1,0.011
19017,154,149,1,1,0,1,1,Gain  ,Gain  ,1,0.149
19017,156,55,1,1,0,0,0,Cntrl ,Gain  ,1,0.055
19017,158,103,1,1,0,1,1,NoLoss,NoLoss,1,0.103
19017,160,51,1,1,0,1,1,Gain  ,Gain  ,1,0.051
19017,162,95,1,1,0,1,1,NoLoss,NoLoss,1,0.095
19017,164,26,1,1,0,0,0,Cntrl ,NoLoss,1,0.026
19017,166,113,1,1,0,1,1,Gain  ,Gain  ,1,0.113
19017,168,17,1,1,0,0,0,Cntrl ,Gain  ,1,0.017
19017,170,151,1,1,0,1,1,NoLoss,NoLoss,1,0.151
19017,172,125,1,1,0,0,0,NoLoss,Gain  ,1,0.125
19017,174,153,1,1,0,1,1,Gain  ,Gain  ,1,0.153
19017,176,172,1,1,0,1,1,NoLoss,NoLoss,1,0.172
19017,178,67,1,1,0,1,1,NoLoss,NoLoss,1,0.067
19017,180,177,1,1,0,0,0,Cntrl ,NoLoss,1,0.177
20018,2,445,1,1,0,1,0,Gain  ,Gain  ,1,0.445
20018,4,380,1,1,0,0,0,NoLoss,Gain  ,1,0.38
20018,6,326,1,1,0,1,1,Cntrl ,Cntrl ,1,0.326
20018,8,281,1,1,0,1,1,Gain  ,Gain  ,1,0.281
20018,10,253,1,1,0,1,1,NoLoss,NoLoss,1,0.253
20018,12,314,1,1,0,1,1,Cntrl ,Cntrl ,1,0.314
20018,14,289,1,1,0,1,1,Gain  ,Gain  ,1,0.289
20018,16,377,1,1,0,1,1,Gain  ,Gain  ,1,0.377
20018,18,0,1,1,0,0,0,Cntrl ,NA   ,1,0
20018,20,403,1,1,0,1,0,NoLoss,NoLoss,1,0.403
20018,22,241,1,1,0,0,0,NoLoss,Gain  ,1,0.241
20018,24,432,1,1,0,1,0,Gain  ,Gain  ,1,0.432
20018,26,429,1,1,0,1,0,Cntrl ,Cntrl ,1,0.429
20018,28,0,1,1,0,0,0,Cntrl ,NA   ,1,0
20018,30,402,1,1,0,1,0,Gain  ,Gain  ,1,0.402
20018,32,393,1,1,0,1,1,NoLoss,NoLoss,1,0.393
20018,34,0,1,1,0,0,0,NoLoss,NA   ,1,0
20018,36,391,1,1,0,1,1,Gain  ,Gain  ,1,0.391
20018,38,249,1,1,0,1,1,Gain  ,Gain  ,1,0.249
20018,40,346,1,1,0,1,1,Gain  ,Gain  ,1,0.346
20018,42,368,1,1,0,1,1,NoLoss,NoLoss,1,0.368
20018,44,410,1,1,0,1,0,NoLoss,NoLoss,1,0.41
20018,46,435,1,1,0,1,0,Cntrl ,Cntrl ,1,0.435
20018,48,372,1,1,0,1,1,Gain  ,Gain  ,1,0.372
20018,50,272,1,1,0,1,1,Cntrl ,Cntrl ,1,0.272
20018,52,381,1,1,0,0,0,Cntrl ,NoLoss,1,0.381
20018,54,311,1,1,0,1,1,Gain  ,Gain  ,1,0.311
20018,56,445,1,1,0,1,0,Cntrl ,Cntrl ,1,0.445
20018,58,423,1,1,0,1,0,Cntrl ,Cntrl ,1,0.423
20018,60,271,1,1,0,1,1,Gain  ,Gain  ,1,0.271
20018,62,374,1,1,0,1,1,NoLoss,NoLoss,1,0.374
20018,64,450,1,1,0,1,0,NoLoss,NoLoss,1,0.45
20018,66,0,1,1,0,0,0,Cntrl ,NA   ,1,0
20018,68,0,1,1,0,0,0,Cntrl ,NA   ,1,0
20018,70,0,1,1,0,0,0,Cntrl ,NA   ,1,0
20018,72,278,1,1,0,1,1,Gain  ,Gain  ,1,0.278
20018,74,435,1,1,0,1,0,Gain  ,Gain  ,1,0.435
20018,76,440,1,1,0,1,0,NoLoss,NoLoss,1,0.44
20018,78,286,1,1,0,1,1,Gain  ,Gain  ,1,0.286
20018,80,356,1,1,0,1,1,Gain  ,Gain  ,1,0.356
20018,82,445,1,1,0,1,0,Cntrl ,Cntrl ,1,0.445
20018,84,488,1,1,0,1,0,NoLoss,NoLoss,1,0.488
20018,86,457,1,1,0,1,0,NoLoss,NoLoss,1,0.457
20018,88,246,1,1,0,1,1,Gain  ,Gain  ,1,0.246
20018,90,300,1,1,0,1,1,NoLoss,NoLoss,1,0.3
20018,92,347,1,1,0,1,1,NoLoss,NoLoss,1,0.347
20018,94,302,1,1,0,1,1,Gain  ,Gain  ,1,0.302
20018,96,384,1,1,0,1,1,Cntrl ,Cntrl ,1,0.384
20018,98,358,1,1,0,1,1,Gain  ,Gain  ,1,0.358
20018,100,397,1,1,0,1,1,NoLoss,NoLoss,1,0.397
20018,102,436,1,1,0,1,0,Cntrl ,Cntrl ,1,0.436
20018,104,372,1,1,0,1,1,Cntrl ,Cntrl ,1,0.372
20018,106,402,1,1,0,0,0,Cntrl ,NoLoss,1,0.402
20018,108,311,1,1,0,1,1,Gain  ,Gain  ,1,0.311
20018,110,364,1,1,0,1,1,Cntrl ,Cntrl ,1,0.364
20018,112,495,1,1,0,1,0,Cntrl ,Cntrl ,1,0.495
20018,114,232,1,1,0,1,1,Gain  ,Gain  ,1,0.232
20018,116,304,1,1,0,1,1,Gain  ,Gain  ,1,0.304
20018,118,387,1,1,0,1,1,Gain  ,Gain  ,1,0.387
20018,120,328,1,1,0,0,0,Cntrl ,Gain  ,1,0.328
20018,122,0,1,1,0,0,0,Cntrl ,NA   ,1,0
20018,124,246,1,1,0,1,1,Gain  ,Gain  ,1,0.246
20018,126,306,1,1,0,1,1,NoLoss,NoLoss,1,0.306
20018,128,373,1,1,0,1,1,NoLoss,NoLoss,1,0.373
20018,130,496,1,1,0,1,0,Cntrl ,Cntrl ,1,0.496
20018,132,295,1,1,0,1,1,Gain  ,Gain  ,1,0.295
20018,134,0,1,1,0,0,0,Gain  ,NA   ,1,0
20018,136,369,1,1,0,1,1,Cntrl ,Cntrl ,1,0.369
20018,138,342,1,1,0,1,1,NoLoss,NoLoss,1,0.342
20018,140,0,1,1,0,0,0,NoLoss,NA   ,1,0
20018,142,452,1,1,0,1,0,NoLoss,NoLoss,1,0.452
20018,144,452,1,1,0,1,0,Cntrl ,Cntrl ,1,0.452
20018,146,268,1,1,0,1,1,Gain  ,Gain  ,1,0.268
20018,148,433,1,1,0,1,0,NoLoss,NoLoss,1,0.433
20018,150,0,1,1,0,0,0,Cntrl ,NA   ,1,0
20018,152,369,1,1,0,1,1,NoLoss,NoLoss,1,0.369
20018,154,398,1,1,0,1,1,Gain  ,Gain  ,1,0.398
20018,156,390,1,1,0,1,1,NoLoss,NoLoss,1,0.39
20018,158,290,1,1,0,1,1,Gain  ,Gain  ,1,0.29
20018,160,291,1,1,0,1,1,Gain  ,Gain  ,1,0.291
20018,162,317,1,1,0,1,1,NoLoss,NoLoss,1,0.317
20018,164,0,1,1,0,0,0,NoLoss,NA   ,1,0
20018,166,392,1,1,0,1,1,NoLoss,NoLoss,1,0.392
20018,168,332,1,1,0,1,1,Gain  ,Gain  ,1,0.332
20018,170,360,1,1,0,1,1,NoLoss,NoLoss,1,0.36
20018,172,302,1,1,0,1,1,NoLoss,NoLoss,1,0.302
20018,174,381,1,1,0,1,1,Gain  ,Gain  ,1,0.381
20018,176,369,1,1,0,1,1,Gain  ,Gain  ,1,0.369
20018,178,416,1,1,0,1,0,Gain  ,Gain  ,1,0.416
20018,180,398,1,1,0,1,1,NoLoss,NoLoss,1,0.398
21017,2,0,0.5,0.5,0,0,0,NoLoss,NA   ,0.5,0
21017,4,0,0.5,0.5,0,0,0,NoLoss,NA   ,0.5,0
21017,6,288,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.288
21017,8,0,0.5,0.5,0,0,0,Gain  ,NA   ,0.5,0
21017,10,438,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.438
21017,12,0,0.5,0.5,0,0,0,NoLoss,NA   ,0.5,0
21017,14,460,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.46
21017,16,0,0.5,0.5,0,0,0,Gain  ,NA   ,0.5,0
21017,18,416,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.416
21017,20,385,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.385
21017,22,0,0.5,0.5,0,0,0,Gain  ,NA   ,0.5,0
21017,24,446,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.446
21017,26,470,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.47
21017,28,444,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.444
21017,30,471,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.471
21017,32,200,0.5,0.5,0,0,0,Gain  ,NoLoss,0.5,0.2
21017,34,454,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.454
21017,36,0,0.5,0.5,0,0,0,NoLoss,NA   ,0.5,0
21017,38,389,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.389
21017,40,465,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.465
21017,42,401,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.401
21017,44,438,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.438
21017,46,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
21017,48,0,0.5,0.5,0,0,0,Gain  ,NA   ,0.5,0
21017,50,244,0.5,0.5,0,1,1,Cntrl ,Cntrl ,0.5,0.244
21017,52,402,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.402
21017,54,0,0.5,0.5,0,0,0,Gain  ,NA   ,0.5,0
21017,56,428,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.428
21017,58,358,0.5,0.5,0,1,1,Cntrl ,Cntrl ,0.5,0.358
21017,60,0,0.5,0.5,0,0,0,NoLoss,NA   ,0.5,0
21017,62,472,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.472
21017,64,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
21017,66,368,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.368
21017,68,486,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.486
21017,70,467,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.467
21017,72,478,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.478
21017,74,374,0.5,0.5,0,1,1,Cntrl ,Cntrl ,0.5,0.374
21017,76,318,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.318
21017,78,492,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.492
21017,80,402,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.402
21017,82,289,0.5,0.5,0,1,1,Cntrl ,Cntrl ,0.5,0.289
21017,84,0,0.5,0.5,0,0,0,Gain  ,NA   ,0.5,0
21017,86,414,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.414
21017,88,446,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.446
21017,90,0,0.5,0.5,0,0,0,NoLoss,NA   ,0.5,0
21017,92,0,0.5,0.5,0,0,0,Gain  ,NA   ,0.5,0
21017,94,431,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.431
21017,96,0,0.5,0.5,0,0,0,NoLoss,NA   ,0.5,0
21017,98,482,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.482
21017,100,0,0.5,0.5,0,0,0,NoLoss,NA   ,0.5,0
21017,102,430,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.43
21017,104,0,0.5,0.5,0,0,0,Gain  ,NA   ,0.5,0
21017,106,484,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.484
21017,108,494,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.494
21017,110,424,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.424
21017,112,447,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.447
21017,114,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
21017,116,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
21017,118,422,0.5,0.5,0,0,0,NoLoss,Cntrl ,0.5,0.422
21017,120,395,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.395
21017,122,426,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.426
21017,124,361,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.361
21017,126,434,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.434
21017,128,357,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.357
21017,130,466,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.466
21017,132,350,0.5,0.5,0,1,1,Cntrl ,Cntrl ,0.5,0.35
21017,134,497,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.497
21017,136,483,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.483
21017,138,375,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.375
21017,140,354,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.354
21017,142,456,0.5,0.5,0,0,0,NoLoss,Cntrl ,0.5,0.456
21017,144,426,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.426
21017,146,475,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.475
21017,148,441,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.441
21017,150,0,0.5,0.5,0,0,0,Gain  ,NA   ,0.5,0
21017,152,429,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.429
21017,154,419,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.419
21017,156,394,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.394
21017,158,438,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.438
21017,160,0,0.5,0.5,0,0,0,NoLoss,NA   ,0.5,0
21017,162,0,0.5,0.5,0,0,0,Gain  ,NA   ,0.5,0
21017,164,408,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.408
21017,166,394,0.5,0.5,0,0,0,Cntrl ,NoLoss,0.5,0.394
21017,168,0,0.5,0.5,0,0,0,Gain  ,NA   ,0.5,0
21017,170,415,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.415
21017,172,418,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.418
21017,174,411,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.411
21017,176,364,0.5,0.5,0,1,1,Cntrl ,Cntrl ,0.5,0.364
21017,178,391,0.5,0.5,0,0,0,Gain  ,Cntrl ,0.5,0.391
21017,180,0,0.5,0.5,0,0,0,NoLoss,NA   ,0.5,0
22018,2,0,0.5,0.5,0,0,0,NoLoss,NA   ,0.5,0
22018,4,498,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.498
22018,6,307,0.5,0.5,0,1,1,Cntrl ,Cntrl ,0.5,0.307
22018,8,325,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.325
22018,10,333,0.5,0.5,0,0,0,NoLoss,Gain  ,0.5,0.333
22018,12,307,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.307
22018,14,444,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.444
22018,16,300,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.3
22018,18,250,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.25
22018,20,493,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.493
22018,22,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
22018,24,362,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.362
22018,26,405,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.405
22018,28,488,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.488
22018,30,472,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.472
22018,32,387,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.387
22018,34,344,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.344
22018,36,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
22018,38,291,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.291
22018,40,434,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.434
22018,42,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
22018,44,475,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.475
22018,46,420,0.5,0.5,0,0,0,Cntrl ,Gain  ,0.5,0.42
22018,48,0,0.5,0.5,0,0,0,Gain  ,NA   ,0.5,0
22018,50,452,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.452
22018,52,264,0.5,0.5,0,1,1,Cntrl ,Cntrl ,0.5,0.264
22018,54,289,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.289
22018,56,477,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.477
22018,58,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
22018,60,299,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.299
22018,62,405,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.405
22018,64,423,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.423
22018,66,388,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.388
22018,68,0,0.5,0.5,0,0,0,NoLoss,NA   ,0.5,0
22018,70,0,0.5,0.5,0,0,0,NoLoss,NA   ,0.5,0
22018,72,338,0.5,0.5,0,1,1,Cntrl ,Cntrl ,0.5,0.338
22018,74,303,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.303
22018,76,331,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.331
22018,78,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
22018,80,369,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.369
22018,82,450,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.45
22018,84,399,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.399
22018,86,241,0.5,0.5,0,0,0,NoLoss,Gain  ,0.5,0.241
22018,88,410,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.41
22018,90,279,0.5,0.5,0,1,1,Cntrl ,Cntrl ,0.5,0.279
22018,92,280,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.28
22018,94,445,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.445
22018,96,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
22018,98,0,0.5,0.5,0,0,0,Gain  ,NA   ,0.5,0
22018,100,407,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.407
22018,102,468,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.468
22018,104,419,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.419
22018,106,456,0.5,0.5,0,1,0,Cntrl ,Cntrl ,0.5,0.456
22018,108,495,0.5,0.5,0,1,0,NoLoss,NoLoss,0.5,0.495
22018,110,252,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.252
22018,112,461,0.5,0.5,0,0,0,Cntrl ,Gain  ,0.5,0.461
22018,114,481,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.481
22018,116,265,0.5,0.5,0,0,0,NoLoss,Gain  ,0.5,0.265
22018,118,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
22018,120,314,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.314
22018,122,270,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.27
22018,124,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
22018,126,335,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.335
22018,128,379,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.379
22018,130,381,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.381
22018,132,410,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.41
22018,134,438,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.438
22018,136,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
22018,138,0,0.5,0.5,0,0,0,Gain  ,NA   ,0.5,0
22018,140,415,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.415
22018,142,341,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.341
22018,144,349,0.5,0.5,0,0,0,Cntrl ,Gain  ,0.5,0.349
22018,146,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
22018,148,436,0.5,0.5,0,0,0,Cntrl ,Gain  ,0.5,0.436
22018,150,453,0.5,0.5,0,1,0,Gain  ,Gain  ,0.5,0.453
22018,152,340,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.34
22018,154,0,0.5,0.5,0,0,0,NoLoss,NA   ,0.5,0
22018,156,379,0.5,0.5,0,1,1,Cntrl ,Cntrl ,0.5,0.379
22018,158,265,0.5,0.5,0,0,0,Cntrl ,Gain  ,0.5,0.265
22018,160,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
22018,162,271,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.271
22018,164,457,0.5,0.5,0,0,0,Cntrl ,NoLoss,0.5,0.457
22018,166,283,0.5,0.5,0,0,0,Cntrl ,Gain  ,0.5,0.283
22018,168,344,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.344
22018,170,295,0.5,0.5,0,1,1,NoLoss,NoLoss,0.5,0.295
22018,172,312,0.5,0.5,0,1,1,Gain  ,Gain  ,0.5,0.312
22018,174,385,0.5,0.5,0,0,0,Cntrl ,NoLoss,0.5,0.385
22018,176,398,0.5,0.5,0,1,1,Cntrl ,Cntrl ,0.5,0.398
22018,178,243,0.5,0.5,0,0,0,NoLoss,Cntrl ,0.5,0.243
22018,180,0,0.5,0.5,0,0,0,Cntrl ,NA   ,0.5,0
23019,2,0,1,1,0,0,0,NoLoss,NA   ,1,0
23019,4,395,1,1,0,1,1,Cntrl ,Cntrl ,1,0.395
23019,6,328,1,1,0,1,1,Gain  ,Gain  ,1,0.328
23019,8,478,1,1,0,1,0,Gain  ,Gain  ,1,0.478
23019,10,387,1,1,0,1,1,Gain  ,Gain  ,1,0.387
23019,12,336,1,1,0,1,1,NoLoss,NoLoss,1,0.336
23019,14,449,1,1,0,1,0,NoLoss,NoLoss,1,0.449
23019,16,414,1,1,0,1,0,NoLoss,NoLoss,1,0.414
23019,18,431,1,1,0,1,0,Gain  ,Gain  ,1,0.431
23019,20,396,1,1,0,1,1,Cntrl ,Cntrl ,1,0.396
23019,22,468,1,1,0,1,0,NoLoss,NoLoss,1,0.468
